PubmedArticleSet,PubmedArticle,MedlineCitation,PMID,DateRevised,Year,Month,Day,Article,Journal,ISSN,JournalIssue,PubDate,Title,ISOAbbreviation,ArticleTitle,ELocationID,Abstract,AbstractText,AuthorList,Author,LastName,ForeName,Initials,AffiliationInfo,Affiliation,Language,PublicationTypeList,PublicationType,ArticleDate,MedlineJournalInfo,Country,MedlineTA,NlmUniqueID,ISSNLinking,PubmedData,History,PubMedPubDate,Hour,Minute,PublicationStatus,ArticleIdList,ArticleId
,,,21267059,,2018,8,17,,,2322-5939,,,International journal of health policy and management,Int J Health Policy Manag,"b'Knowledge, Attitude, and Practices Regarding HIV and TB Among Homeless People in Tehran, Iran.'",10.15171/ijhpm.2017.129,,"b'Although a relatively acceptable knowledge was detected in this high-risk population, practices regarding TB and HIV showed some weaknesses. Developing special programs to improve the healthy behavior of this population is highly recommended.'",,,Mostafavi,Ehsan,E,,"Department of Epidemiology and Biostatistics, Research Centre for Emerging and Reemerging Infectious Diseases, Pasteur Institute of Iran, Tehran, Iran.",eng,,Journal Article,,,Iran,Int J Health Policy Manag,101619905,2322-5939,,,,6,0,epublish,,PMC6015517
,,,28926739,,2018,6,4,,,1749-5024,,,Social cognitive and affective neuroscience,Soc Cogn Affect Neurosci,b'Tick-tock goes the croc: a high-density EEG study of risk-reactivity and binge-drinking.',10.1093/scan/nsy038,,"b'Links between individual differences in risk processing and high-risk behaviors such as binge-drinking have long been the focus of active research. However, investigations in this area almost exclusively utilize decision-making focused paradigms. This emphasis makes it difficult to assess links between risk behaviors and raw risk reactivity independent of decision and feedback processes. A deeper understanding of this association has the potential to shed light on the role of risk reactivity in high-risk behavior susceptibility. To contribute toward this aim, this study utilizes a popular risk-taking game, the crocodile dentist, to assess links between individual differences in decision-free risk-reactivity and reported binge-drinking frequency levels. In this task, participants engage in a series of decision-free escalating risk responses. Risk-reactivity was assessed by measuring late positive potential responses toward risk-taking action initiation cues using high-density 256-Channel EEG. The results indicate that, after controlling for overall alcohol consumption frequency, higher rates of reported binge-drinking are associated with both increased general risk-taking responsivity and increased risk-reactivity escalation as a function of risk level. These findings highlight intriguing links between risk reactivity and binge-drinking frequency, making key contributions in the areas of risk-taking and affective science.'",,,Cheadle,Jacob E,JE,,"Department of Sociology, University of Nebraska-Lincoln, Lincoln, NE 68588, USA.",eng,,Journal Article,,,England,Soc Cogn Affect Neurosci,101288795,1749-5016,,,,6,0,ppublish,,PMC6022684
,,,29787529,,2018,5,23,,,2163-0763,,,The journal of trauma and acute care surgery,J Trauma Acute Care Surg,b'Motor vehicle crash fatalaties and undercompensated care associated with legalization of marijuana.',10.1097/TA.0000000000001983,,"b'Prognostic, level III.'",,,Biffl,Walter,W,,"From the Department of Surgery (S.S.), University of Hawaii John A. Burns School of Medicine, The Queen's Medical Center; Injury Prevention and Control Program (D.G.), Hawaii Department of Health; Burns School of Medicine (T.N.), University of Hawaii John A., Honolulu, Hawaii; and Scripps Memorial Hospital La Jolla (W.B.), La Jolla, California.",eng,,Journal Article,,,United States,J Trauma Acute Care Surg,101570622,2163-0755,,,,6,0,ppublish,,10.1097/TA.0000000000001983
,,,17804059,,2018,5,20,,,1471-244X,,,BMC psychiatry,BMC Psychiatry,"b'Risk behavior in patients with severe mental disorders: a prospective study of 121,830 patients managed in rural households of western China.'",10.1186/s12888-018-1709-8,,"b'This is the first large prospective study that revealed the current situation of the register rate, high risk behavior incidence rate in SMD patients in rural area of western China, and examined associates and the differences of high risk behavior of patients among municipalities. The findings may provide evidences that lead to guide prevention and control for risk behavior in SMD patients in rural areas of China, as well as to improve mental health services for this population. It could provide some reference for other developing countries too.'",,,Yang,Min,M,,"West China Research Center for Rural Health Development, Sichuan University, No.17 Section 3, South Renmin Road, Chengdu, Sichuan, 610041, People's Republic of China. yangmin2013@scu.edu.cn.",eng,,Journal Article,,,England,BMC Psychiatry,100968559,1471-244X,,,,6,0,epublish,,PMC5960100
,,,29716789,,2018,5,3,,,1552-6917,,,The Journal of the Association of Nurses in AIDS Care : JANAC,J Assoc Nurses AIDS Care,b'Comparison of HIV Status Between Transgender Women and Men Who Have Sex with Men: A Meta-Analysis.',10.1016/j.jana.2018.04.001,,"b'As key population groups in HIV infection, transgender women (TGW) share the same oral and anal sexual practices with men who have sex with men (MSM). However, the differences in HIV rates between the two groups are still unclear. In our study, relevant publications were electronically searched in three databases. After excluding irrelevant studies based on review of the title, abstract, and full text, a total of 24 studies, including 37,521 cases, were identified. There were no significant differences between TGW and MSM regarding HIV status and condom use. However, TGW had a higher proportion of high-risk behaviors, including exchanges of sex, forced sex, receptive intercourse, and sex work experience. Moreover, most curable sexually transmitted diseases were more prevalent in the TGW group compared to MSM. Although TGW showed a higher proportion of high-risk behavior and sexually transmitted disease incidence, their HIV incidence was the same as that for MSM.'",,,Zheng,Yong-Tang,YT,,,eng,,Journal Article,,,United States,J Assoc Nurses AIDS Care,9111870,1055-3290,,,,6,0,ppublish,,10.1016/j.jana.2018.04.001
,,,29699042,,2018,6,8,,,0254-6450,,,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,Zhonghua Liu Xing Bing Xue Za Zhi,"b'[Knowledge, related behavior and on AIDS/HIV infection among rural adults with Derung minority, in Yunnan province, 2016].'",10.3760/cma.j.issn.0254-6450.2018.04.019,,,,,Jia,M H,MH,,"Yunnan Provincial Center for Disease Control and Prevention, Kunming 650022, China.",chi,,Journal Article,,,China,Zhonghua Liu Xing Bing Xue Za Zhi,8208604,0254-6450,,,,6,0,ppublish,,10.3760/cma.j.issn.0254-6450.2018.04.019
,,,29653914,,2018,4,15,,,1743-6109,,,The journal of sexual medicine,J Sex Med,b'Culture and Sexuality: Cognitive-Emotional Determinants of Sexual Dissatisfaction Among Iranian and New Zealand Women.',10.1016/j.jsxm.2018.03.007,,"b""The strength of this study is in providing an examination of the role of culturally bound beliefs in predicting sexual dissatisfaction in women from different cultural backgrounds. Limitations include the lack of evaluation of psychological and interpersonal variables that may impact on women's sexual dissatisfaction. These findings suggest that there may be a role of culture in shaping beliefs, attitudes, and values toward sexuality; and provide evidence for the effect of cognitive-emotional variables in predicting women's sexual dissatisfaction. Abdolmanafi A, Nobre P, Winter S, etal. Culture and Sexuality: Cognitive-Emotional Determinants of Sexual Dissatisfaction Among Iranian and New Zealand Women. J Sex Med 2018;15:687-697.""",,,Jahromi,Reza Ghorban,RG,,"Iranian National Center for Addiction Studies, Iranian Institute for Reduction of High-Risk Behavior, Tehran University of Medical Science, Tehran, Iran.",eng,,Journal Article,,,Netherlands,J Sex Med,101230693,1743-6095,,,,6,0,ppublish,,10.1016/j.jsxm.2018.03.007
,,,11980549,,2018,3,30,,,1535-1815,,,Pediatric emergency care,Pediatr Emerg Care,b'Adolescent Sexual Behavior and Emergency Department Use.',10.1097/PEC.0000000000001456,,"b'Adolescents who reported engaging in high-risk sexual behaviors were less likely to identify a PCP, as well as more likely to prefer ED-based care and make more ED visits. However, ED clinicians infrequently obtained sexual histories and performed STI testing in asymptomatic youth, thereby missing opportunities to screen high-risk adolescents who may lack access to preventive care.'",,,Goyal,Monika K,MK,,,eng,,Journal Article,,,United States,Pediatr Emerg Care,8507560,0749-5161,,,,6,0,aheadofprint,,NIHMS936306
,,,22025534,,2018,3,8,,,2049-0801,,,Annals of medicine and surgery (2012),Ann Med Surg (Lond),b'Injury patterns and outcomes in late middle age (55-65): The intersecting comorbidity with high-risk activity - A retrospective cohort study.',10.1016/j.amsu.2018.01.005,,"b'The LMA population has similar mechanisms and injury patterns to younger patients, while exhibiting comorbidity rates similar to the elderly. High-energy injuries exact a greater toll in LMA with poorer outcomes and greater resource utilization. Targeted outreach for injury prevention, and future studies, are needed to address high-risk behavior, substance abuse, and societal contributors.'",,,Dombrovskiy,Viktor Y,VY,,"Department of Surgery, Rutgers-RWJMS, New Brunswick, NJ, USA.",eng,,Journal Article,,,England,Ann Med Surg (Lond),101616869,2049-0801,,,,6,1,epublish,,PMC5832647
,,,20818900,,2018,2,27,,,1523-1747,,,The Journal of investigative dermatology,J. Invest. Dermatol.,b'Prevalence of Tanning Addiction and Behavioral Health Conditions among Ethnically and Racially Diverse Adolescents.',10.1016/j.jid.2018.02.018,,"b'Evidence indicates that tanning may be addictive and is associated with other behavioral health conditions. Few studies have examined tanning addiction among adolescents. We performed a cross-sectional study to explore the relationship between tanning addiction, substance use, and psychological conditions among a racially and ethnically diverse adolescent population. Tanning addiction was assessed using the modified CAGE measure among 11th grade students in Los Angeles (N= 2,637; response rate 78%). Overall, 7.02% of the sample met tanning addiction criteria. Tanning addiction was significantly associated with past 30-day smoking and marijuana use, problem substance use, depression, panic disorder, obsessive-compulsive disorder, and bipolar disorder in regression models. After controlling for all significant substance use and psychological variables, we found that problem marijuana use and obsessive-compulsive disorder remained significantly associated with tanning addiction (odds ratio= 2.06 [95% confidence interval= 1.03-4.09] and odds ratio= 2.54 [95% confidence interval= 1.73-3.72], respectively.) Tanning addiction was also significantly associated with multiple problem substance use and behavioral health conditions. Our findings indicate an appreciable prevalence of tanning addiction among ethnically and racially diverse adolescents and suggest the importance of addressing tanning addiction in the context of comorbid behavioral conditions to reduce this high-risk behavior among diverse youth.'",,,Leventhal,Adam M,AM,,"Department of Preventive Medicine, Keck School of Medicine of the University of Southern California, Los Angeles, California, USA; Department of Psychology, University of Southern California, Los Angeles, California, USA.",eng,,Journal Article,,,United States,J Invest Dermatol,0426720,0022-202X,,,,6,0,ppublish,,NIHMS961649
,,,12406810,,2018,2,24,,,1758-1052,,,International journal of STD & AIDS,Int J STD AIDS,b'Risk factors associated with sexually transmitted infections among women under community supervision in New York City.',10.1177/0956462418755223,,"b'The number of women under community supervision in the United States has increased, and this population has a high risk for sexually transmitted infections (STIs). We examined STI prevalence and multiple risk factors among drug-involved women under community supervision in New York City. Data were from a randomized controlled trial testing the efficacy of a behavioral HIV/STI intervention (Women on the Road to Health [WORTH]) among drug-involved women in the community corrections system in New York City from 2009 to 2012. To be eligible for inclusion, women had to be under community supervision within the past 90 days, have used illicit drugs at least once in the past six months, and have unprotected sex at least once in the past 90 days. Participants completed a survey containing items on STI risk factors and were tested for Chlamydia trachomatis, Neisseria gonorrhoeae, and Trichomonas vaginalis. Multivariable regression was used to examine associations between risk factors and STI diagnosis. Of 333 women tested, 89 (26.7%) tested positive for an STI. Ten (3.0%) were positive for C. trachomatis, 4 (1.2%) for N. gonorrhoeae, and 77 (23.1%) for T. vaginalis. Women with any STI were more likely to be black (AOR: 2.02; 95% CI: 1.08-3.77), homeless in the past 90 days (AOR: 2.07; 95% CI: 1.01-4.26), arrested in the past 90 days (AOR: 1.97; 95% CI: 1.14-3.39), and have a greater number of sexual partners in the past 90 days (AOR: 1.24; 95% CI: 1.08-1.42). Drug-using women under community supervision have a high burden of STIs driven by multiple risk factors. Implementing STI screening, prevention, and treatment programs in community supervision settings could facilitate a reduction in STIs among this population.'",,,El-Bassel,Nabila,N,,"2 Social Intervention Group, School of Social Work, Columbia University, New York, NY, USA.",eng,,Journal Article,,,England,Int J STD AIDS,9007917,0956-4624,,,,6,0,ppublish,,NIHMS994082
,,,29175846,,2018,2,22,,,1537-4521,,,Sexually transmitted diseases,Sex Transm Dis,"b'Chemsex Among Men Who Have Sex With Men: a Sexualized Drug Use Survey Among Clients of the Sexually Transmitted Infection Outpatient Clinic and Users of a Gay Dating App in Amsterdam, the Netherlands.'",10.1097/OLQ.0000000000000753,,"b'In Amsterdam, chemsex is frequently practiced and significantly associated with bacterial STI in HIV-negative MSM but not in HIV-positive MSM. Future prevention strategies to reduce STI incidence should especially target HIV-negative MSM engaging in chemsex.'",,,de Vries,Henry J C,HJC,,,eng,,Journal Article,,,United States,Sex Transm Dis,7705941,0148-5717,,,,6,0,ppublish,,PMC5908259
,,,17605567,,2018,2,20,,,0972-6748,,,Industrial psychiatry journal,Ind Psychiatry J,"b'Study of personality traits, individual coping resources, and their association in HIV-seropositive males.'",10.4103/ipj.ipj_34_17,,"b'The various personality traits associated with male HIV-seropositive patients were identified and various coping resources used by these were also delineated. Further, the association among them was identified which can help in primary prevention and mental health professionals to have a targeted approach for counseling.'",,,Salhotra,Neha,N,,"Department of Psychiatry, ACMS, New Delhi, India.",eng,,Journal Article,,,India,Ind Psychiatry J,101547239,0972-6748,,,,6,1,ppublish,,PMC5810167
,,,26517474,,2018,2,14,,,1546-9549,,,Current heart failure reports,Curr Heart Fail Rep,b'The Psychosocial Treadmill: the Road to Improving High-risk Behavior in Advanced Therapy Candidates.',10.1007/s11897-018-0380-1,,"b'Evaluating and identifying psychosocial risk factors is an essential component of the transplant evaluation process. Less research exists demonstrating how patients may be able to reduce psychosocial risk factors over time to improve their candidacy for transplant. This review will describe a program developed for patients undergoing heart transplant evaluation at The Ohio State University Wexner Medical Center to improve their psychosocial risk. By implementing a comprehensive, multidisciplinary intervention to address psychosocial risk factors pre-transplant, patients can improve their psychosocial candidacy and go on to be listed for heart transplant.'",,,Newman,Laura,L,,"The Ohio State University Wexner Medical Center, 452 West 10th Avenue Suite 7216, Columbus, OH, 43210, USA. laura.newman@osumc.edu.",eng,,Review,,,United States,Curr Heart Fail Rep,101196487,1546-9530,,,,6,0,ppublish,,10.1007/s11897-018-0380-1
,,,25022911,,2018,2,9,,,1873-6483,,,Journal of substance abuse treatment,J Subst Abuse Treat,b'A pilot test of a motivational interviewing social network intervention to reduce substance use among housing first residents.',10.1016/j.jsat.2017.12.005,,"b'This article presents findings of a pilot test of a Motivational Interviewing social network intervention (MI-SNI) to enhance motivation to reduce high risk alcohol and other drug (AOD) use among formerly homeless individuals transitioning to housing. Delivered in-person by a facilitator trained in MI, this four-session computer-assisted intervention provides personalized social network visualization feedback to help participants understand the people in their network who trigger their alcohol and other drug (AOD) use and those who support abstinence. If ready, participants are encouraged to make changes to their social network to help reduce their own high-risk behavior. Participants were 41 individuals (33 male, 7 female, 1 other; 23 African-American, 5 non-Latino White, 6 Latino, 7 other, mean age 48) who were transitioning from homelessness to permanent supportive housing. They were randomly assigned to either the MI-SNI condition or usual care. Readiness to change AOD use, AOD abstinence self-efficacy, and AOD use were assessed at baseline and shortly after the final intervention session for the MI-SNI arm and around 3-months after baseline for the control arm. Acceptability of the intervention was also evaluated. MI-SNI participants reported increased readiness to change AOD use compared to control participants. We also conducted a subsample analysis for participants at one housing program and found a significant intervention effect on readiness to change AOD use, AOD abstinence self-efficacy, and alcohol use compared to control participants. Participants rated the intervention as highly acceptable. We conclude that a brief computer-assisted Motivational Interviewing social network intervention has potential to efficaciously impact readiness to change AOD use, AOD abstinence self-efficacy, and AOD use among formerly homeless individuals transitioning to permanent supportive housing, and warrants future study in larger clinical trials.'",,,Tucker,Joan S,JS,,"RAND Corporation, United States. Electronic address: jtucker@rand.org.",eng,,Journal Article,,,United States,J Subst Abuse Treat,8500909,0740-5472,,,,6,0,ppublish,,NIHMS930523
,,,29393006,,2018,2,3,,,1758-1052,,,International journal of STD & AIDS,Int J STD AIDS,b'Risk behaviors for sexually transmitted infections in noninjecting drug users: A cross-sectional study.',10.1177/0956462417750332,,"b'The objective of this study was to investigate risk behaviors for sexually transmitted infections (STIs) in noninjecting drug users (NIDUs), using STI diagnosis history as an indicator. A cross-sectional study was conducted in 323 NIDUs of two facilities for alcohol and/or drug dependence treatment in the Gois State, Central Brazil. All participants were interviewed about risk behaviors and STI history. Multivariable analysis was performed in order to identify predictors of STIs. Adjusted prevalence ratio (APR) with confidence intervals of 95% was obtained using a Poisson regression model. Prevalence of self-reported STIs in the previous 12 months was 25.4% (95% confidence interval [95% CI]: 21.0-30.4%). A multivariable model verified that age (APR: 1.01; 95% CI: 1.00-1.01), sexual contact with partners diagnosed with STIs (APR: 1.27; 95% CI: 1.12-1.45) and injecting drug users (IDUs) (APR: 1.14; 95% CI: 1.14; 95% CI: 1.01-1.31), exchange sex for money and/or drugs (APR: 1.12; 95% CI: 1.02-1.21), and a history of sexual violence (APR: 1.04; 95% CI: 1.04-1.32) were predictors of STIs. Elevated rates of STI history and risk behaviors were observed in NIDUs, supporting the vulnerability of this group for these infections. Public policies and health outreach should be intensified in this population, principally regular STI testing of individuals in treatment for drug dependence and their sexual partners.'",,,de Souza,Marise R,MR,,"6 Federal University of Goiás, Jataí, Goiás, Brazil.",eng,,Journal Article,,,England,Int J STD AIDS,9007917,0956-4624,,,,6,0,ppublish,,10.1177/0956462417750332
,,,19288358,,2018,1,27,,,1742-6405,,,AIDS research and therapy,AIDS Res Ther,b'Quality improvement as a framework for behavior change interventions in HIV-predisposed communities: a case of adolescent girls and young women in northern Uganda.',10.1186/s12981-018-0190-2,,b'The QBC model is appropriate for the context of northern Uganda because it provides a framework for the community to successfully drive HIV prevention efforts and therefore is recommended as a model for HIV prevention in high-risk groups.',,,Kyobutungi,Sheila,S,,"United States Agency for International Development (USAID), Kampala, Uganda.",eng,,Journal Article,,,England,AIDS Res Ther,101237921,1742-6405,,,,6,0,epublish,,PMC5785880
