PubmedArticleSet,PubmedArticle,MedlineCitation,PMID,DateRevised,Year,Month,Day,Article,Journal,ISSN,JournalIssue,PubDate,Title,ISOAbbreviation,ArticleTitle,ELocationID,Abstract,AbstractText,AuthorList,Author,LastName,ForeName,Initials,AffiliationInfo,Affiliation,Language,PublicationTypeList,PublicationType,ArticleDate,MedlineJournalInfo,Country,MedlineTA,NlmUniqueID,ISSNLinking,PubmedData,History,PubMedPubDate,Hour,Minute,PublicationStatus,ArticleIdList,ArticleId
,,,30069887,,2018,8,3,,,1098-2337,,,Aggressive behavior,Aggress Behav,b'Peer influence in bullying: The autonomy-enhancing effect of moral competence.',10.1002/ab.21784,,"b""Research has found that moral competence is negatively associated with bullying behavior in schools, but the drivers of this association are not yet well understood. In this paper, we report on two studies which suggest that moral competence acts as a moderator of peer influence in the context of school bullying. Data were collected at two time points in three German higher secondary schools (grades 7-10, average age at measurement: 14.26 years). Using a cross-lagged panel design (CLPD), study 1 (N=251) found adolescents with low moral competence to be susceptible to peer influence, while no such effect was found for adolescents with high moral competence. Study 2, a cross-sectional analysis (N=748), found moral competence to be inversely related to the likelihood of an individual's conforming with the pro-bullying behavior of his or her peers. Neither study found corresponding effects for pro-social, defending behavior. Our findings further illuminate the associations between moral competence, peer influence, and school bullying. Some implications for bullying prevention are discussed.""",,,Schäfer,Mechthild,M,,"LMU Munich, Department of Psychology, Munich, Germany.",eng,,Journal Article,,,United States,Aggress Behav,7502265,0096-140X,,,,6,0,ppublish,,10.1002/ab.21784
,,,29280255,,2018,7,15,,,1399-5448,,,Pediatric diabetes,Pediatr Diabetes,b'Risk factors for diabetes are higher among non-heterosexual US high-school students.',10.1111/pedi.12720,,"b'Low physical activity (PA), high sedentary behavior (SB), and overweight and obesity have been shown to associate with increased Type 2 diabetes risk among adolescents. We investigated PA, SB, and overweight and obesity among Youth Risk Behavior Survey (YRBS) respondents to determine if non-heterosexual youth may be at increased diabetes risk compared to heterosexual youth. Weighted city and state YRBS data were pooled across 44 jurisdictions biennially from 2009 to 2015, resulting in a sample size of 350673 students. Overall, 88.4% identified as heterosexual, 2.1% as gay or lesbian, 5.7% as bisexual, and 3.7% as unsure. With the exception of lesbian female students, after adjusting for age, race/ethnicity, body mass index, and survey year, all non-heterosexual youth reported significantly fewer days per week of PA compared to their sex-matched heterosexual counterparts. Similarly, compared to heterosexual female youth, bisexual and not sure female youth reported significantly more hours per day of SB. These PA and SB findings remained significant after adjustment for depressive symptoms and in-school bullying among bisexual female youth only. In fully adjusted models, lesbian students were 1.85 times more likely to be overweight and lesbian, bisexual, and not sure female youth were 1.55 to 2.07 times more likely to be obese than heterosexual female students. No significant differences in SB, overweight, or obesity were found among gay, bisexual, or unsure male youth compared to heterosexual male youth. Non-heterosexual youth may be at increased risk for developing type 2 diabetes mellitus compared to heterosexual youth. Future studies should characterize diabetes prevalence among non-heterosexual youth.'",,,Phillips,Gregory L,GL,,"Department of Medical Social Sciences, Northwestern University, Chicago, Illinois.",eng,,Journal Article,,,Denmark,Pediatr Diabetes,100939345,1399-543X,,,,6,0,ppublish,,NIHMS981861
,,,29999388,,2018,7,13,,,1939-0025,,,The American journal of orthopsychiatry,Am J Orthopsychiatry,b'Bullying and mental health amongst Australian children and young people with cystic fibrosis.',10.1037/ort0000289,,"b'Currently, there is little research investigating how schools can support the mental health and social development of young people with cystic fibrosis (CF), given their heightened risk of mental illness. Few studies have examined the relationship between bullying and mental health in populations of children with CF. This study describes the peer bullying experiences of young people with CF, and examines associations between school bullying and the psychological well-being of these young people. A sequential mixed-methods approach was used to collect data from 26 young people with CF (10-16 years of age). These data were compared with large samples of healthy children. Following an online survey, 11 young people, through online focus groups, expanded on the survey findings, describing their experiences within the school environment. Young people with CF reported lower involvement in bullying victimization and perpetration relative to the comparison population. For older adolescents with CF, victimization was associated with less connectedness to school and less peer support, and more school loneliness, anxiety, and depression. Young people with CF reported they generally liked the school environment, and were happy with their friendships, whereas some older adolescents reported that bullying evoked anxiety and mood problems. Reported bullying was primarily verbal and targeted characteristics of their CF, including their coughing, noninvolvement in certain activities because of shortness of breath, use of medication, and being underweight (for boys only). The findings provide some recommendations for interventions to promote mental health and school engagement among young people with CF. (PsycINFO Database Record'",,,Cross,Donna,D,,"Population Sciences, Telethon Kids Institute.",eng,,Journal Article,,,United States,Am J Orthopsychiatry,0400640,0002-9432,,,,6,0,ppublish,,10.1037/ort0000289
,,,29991322,,2018,7,12,,,1552-6518,,,Journal of interpersonal violence,J Interpers Violence,b'Left Off the Route: A Qualitative Examination of Urban Bus Drivers Wanting to be Players in the Bully Prevention Solution.',10.1177/0886260518787204,,"b""Every school day millions of children board the bus from home and school oftentimes with 90 others including a bus driver. Perhaps not found in a bus drivers' job description are the details to monitor and respond to all suspected bullying behaviors. Being bullied can have long-term negative consequences for both bullies and victims. The school bus has been identified as a potential hot spot for student bullying, wherein bus drivers may see, hear, and respond to several types of bullying on a daily basis that often require support from school officials. However, a bus driver's ability to intercede effectively in cases of school bus bullying may be limited. This qualitative study used a nonprobability, purposeful sample to examine 18 urban African American school bus drivers' and bus attendants'experiences in addressing school bus bullying within the context of their riders and school officials. Using focus groups, a definition of school bullying was read aloud to provide context to six questions from a semistructured interview guide that related bus drivers' experiences in responding to acts of bullying. An interpretive phenomenology method was used throughout the data analysis process. Several key themes and practices emerged. Results suggest bus drivers' reports were mostly passified and not taken seriously. Furthermore, these bus drivers' experiences overwhelmingly reflected a lack of both being taken seriously and being included in decision making. This led to a key stakeholder: bus drivers, being left out of the process. From these drivers' interviews, a model was developed to illustrate their lived experiences from behind the wheel to working with the school in responding to bullying.""",,,Akakpo,Tohoro,T,,"2 University of Wisconsin-Green Bay, USA.",eng,,Journal Article,,,United States,J Interpers Violence,8700910,0886-2605,,,,6,0,aheadofprint,,10.1177/0886260518787204
,,,29956340,,2018,6,30,,,1098-2337,,,Aggressive behavior,Aggress Behav,"b'Beyond the reactive-proactive dichotomy: Rage, revenge, reward, and recreational aggression predict early high school bully and bully/victim status.'",10.1002/ab.21770,,"b'The role of reactive and proactive aggression in school bullying perpetration remains unclear. In this study, we explore the predictive value of an expanded model of aggression motives based on the Quadripartite Violence Typology (QVT), which distinguishes between motivational valence (appetitive or aversive) and recruitment of deliberative self-control to derive four classes of motives: Rage, Revenge, Reward, and Recreation. With a sample of 1,802 students from grades 7-9, we assessed aggression motives via self-report, along with self-report of bullying perpetration and victimization, which were used to assign students into categories of Pure Bully, Bully/Victim (B/V), Pure Victim, and Uninvolved. Two structural models were computed to examine the relationship between these four categories of bullying involvement and aggression motives, using conservative and liberal bullying cutoffs. As predicted, B/V status was more strongly related to Rage and Revenge motives. However, B/Vs had higher scores than Pure Bullies for almost all aggression motives, including Recreation. We discuss the implications of addressing Revenge and Recreation, as well as Reward and Rage (which map most clearly to proactive and reactive aggression, respectively) aggression motives, for bullying prevention and intervention strategies, especially among adolescents for whom extant bullying prevention strategies may be ineffective or counterproductive.'",,,Cross,Donna,D,,"Edith Cowan University, Perth, Australia.",eng,,Journal Article,,,United States,Aggress Behav,7502265,0096-140X,,,,6,0,aheadofprint,,10.1002/ab.21770
,,,29911464,,2018,6,19,,,1552-6518,,,Journal of interpersonal violence,J Interpers Violence,b'Bullying Behaviors and Psychosocial Adjustment Among School-Aged Children in China.',10.1177/0886260518780777,,"b'Bullying behaviors have been studied extensively in Western countries; however, no national data exist regarding this issue in contemporary China. Using a sample of 14,536 children in Grades 6, 8, and 10 from public schools in 11 provinces or autonomous regions in rural and urban China, our study assesses the prevalence of bullying behaviors among school-aged children in China and examines the correlation between bullying and psychosocial adjustment. Results indicate that 6.3% of children reported having been bullied in the last 3 months, 2.5% of children admitted to bullying other students, and 2.2% said they were bullied and bullied others in that same time frame. More boys than girls reported bullying others and being victims of bullying. The frequency of bullying is higher in Grades 6 and 8 than in Grade 10. Rural children are more often involved in bullying than their urban counterparts. Perpetrating and being a victim of bullying are associated with poorer psychosocial adjustment, although different patterns are observed among bullies, those bullied, and those who bully others and have been bullied. Health care professionals should be sensitive to bullying behaviors when identifying students with psychosocial maladjustment. Moreover, programs designed to prevent and intervene in school bullying would benefit from a holistic approach.'",,,Tao,Tao,T,,"1 Renmin University of China, Beijing, China.",eng,,Journal Article,,,United States,J Interpers Violence,8700910,0886-2605,,,,6,0,aheadofprint,,10.1177/0886260518780777
,,,29894300,,2018,6,13,,,2191-0278,,,International journal of adolescent medicine and health,Int J Adolesc Med Health,b'The association between school bullying victimization and substance use among adolescents in Malawi: the mediating effect of loneliness.',/j/ijamh.ahead-of-print/ijamh-2017-0229/ijamh-2017-0229.xml,,"b'Background and objectives Research has shown an increased prevalence of substance use among adolescents in countries in Sub-Saharan Africa. Peer affiliation, bullying, and psychological stress are significantly associated with substance use. This study empirically tested theoretical frameworks linking peer affiliation, bullying victimization, loneliness and substance use (specifically tobacco or alcohol use) among adolescents. Materials and methods Data were obtained from the 2009 Malawi Global School-based Health Survey (GSHS) with a representative sample of 2359 students aged 13-17 years in Malawi, Sub-Saharan Africa. Missing data were handled using multiple imputation. The study conducted path analyses using Mplus to test the conceptual models of tobacco use and alcohol use. Results The results showed that loneliness partially mediated the association between bullying victimization and tobacco use in the first model, as well as the relationship between bullying victimization and alcohol use in the second model. Results indicated statistically significant indirect paths from bullying victimization to tobacco use and alcohol use through the mediation of loneliness. However, peer affiliation did not directly predict bullying victimization in the two path models; it directly predicted tobacco use only. Conclusions These findings have important implications in early intervention for health practitioners in school and mental health settings to prevent feelings of loneliness and substance use among adolescents who have experience with bullying victimization but no experience with depression, alcohol use or tobacco use.'",,,Mengo,Cecilia,C,,"The Ohio State University, College of Social Work, Columbus, OH, United States of America.",eng,,Journal Article,,,Germany,Int J Adolesc Med Health,8506960,0334-0139,,,,6,0,aheadofprint,,/j/ijamh.ahead-of-print/ijamh-2017-0229/ijamh-2017-0229.xml
,,,29079333,,2018,6,12,,,2167-8359,,,PeerJ,PeerJ,b'Bullying victimization and child sexual abuse among left-behind and non-left-behind children in China.',10.7717/peerj.4865,,b'Bullying victimization is associated with a significant increase in CSA among both LBC and non-LBC. Anti-bullying programs should target vulnerable populations including female LBC and LBC with siblings to reduce the risk of CSA.',,,Lian,Qiguo,Q,,"School of Public Health, Fudan University, Shanghai, China.",eng,,Journal Article,,,United States,PeerJ,101603425,2167-8359,,,,6,1,epublish,,PMC5991295
,,,29885469,,2018,6,10,,,1878-4216,,,Progress in neuro-psychopharmacology & biological psychiatry,Prog. Neuropsychopharmacol. Biol. Psychiatry,b'Resting-state functional magnetic resonance imaging investigation of the neural correlates of cognitive-behavioral therapy for externalizing behavior problems in adolescent bullies.',10.1016/j.pnpbp.2018.05.024,,b'ClinicalTrials.gov identifier: NCT02670876.',,,Kim,Bung-Nyun,BN,,"Division of Child and Adolescent Psychiatry, Department of Psychiatry, Seoul National University College of Medicine, 101 Daehak-no, Chongno-gu, Seoul 03080, Republic of Korea. Electronic address: kbn1@snu.ac.kr.",eng,,Journal Article,,,England,Prog Neuropsychopharmacol Biol Psychiatry,8211617,0278-5846,,,,6,0,ppublish,,10.1016/j.pnpbp.2018.05.024
,,,16060813,,2018,6,6,,,1664-1078,,,Frontiers in psychology,Front Psychol,b'Longitudinal Model Building Using Latent Transition Analysis: An Example Using School Bullying Data.',10.3389/fpsyg.2018.00675,,"b'Applications of latent transition analysis (LTA) have emerged since the early 1990s, with numerous scientific findings being published in many areas, including social and behavioral sciences, education, and public health. Although LTA is effective as a statistical analytic tool for a person-centered model using longitudinal data, model building in LTA has often been subjective and confusing for applied researchers. To fill this gap in the literature, we review the components of LTA, recommend a framework of fitting LTA, and summarize what acceptable model evaluation tools should be used in practice. The proposed framework of fitting LTA consists of six steps depicted in Figure 1 from step 0 (exploring data) to step 5 (fitting distal variables). We also illustrate the framework of fitting LTA with data on concerns about school bullying from a sample of 1,180 students ranging from 5th to 9th grade (mean age = 12.2 years, SD = 1.29 years at Time 1) over three semesters. We identified four groups of students with distinct patterns of bullying concerns, and found that their concerns about bullying decreased and narrowed to specific concerns about rumors, gossip, and social exclusion over time. The data and command (syntax) files needed for reproducing the results using SAS PROC LCA and PROC LTA (Version 1.3.2) (2015) and Mplus 7.4 (Muthn and Muthn, 1998-2015) are provided as online supplementary materials.'",,,Shi,Dingjing,D,,"Department of Psychology, University of Virginia, Charlottesville, VA, United States.",eng,,Journal Article,,,Switzerland,Front Psychol,101550902,1664-1078,,,,6,1,epublish,,PMC5953336
,,,22880944,,2018,5,31,,,1573-6601,,,Journal of youth and adolescence,J Youth Adolesc,b'Defending Victims of Bullying in Early Adolescence: A Multilevel Analysis.',10.1007/s10964-018-0869-7,,"b""Adolescents' defending behaviors in school bullying situations is likely determined by individual characteristics, social status variables, and classroom/school contextual factors operating simultaneously in the peer ecology. However, there is little research on defending behavior that utilizes this multilevel approach. This study investigated how students' willingness to defend victims of bullying was affected by feelings of empathy, perceived popularity, and classroom-level perceived prosocial norms. Participants were 1373 adolescents (40% girls, Mage: 14yrs) from 54 classrooms in six middle schools in South Korea. These youth reported on their feelings of empathy and how prosocial they perceived their classmates to be. Peer-ratings and peer nominations were used to estimate defending behaviors and which students were perceived as popular. Multilevel analyses showed that participants were more likely to defend victims when they had greater empathy and perceived popularity and when classroom-level prosocial norms were higher. The findings have implications for interventions to reduce school bullying and for studying defending behavior in multiple cultural contexts.""",,,Graham,Sandra,S,,"Department of Education, Human Development and Psychology, University of California, Los Angeles, CA, 90095, USA.",eng,,Journal Article,,,United States,J Youth Adolesc,0333507,0047-2891,,,,6,0,ppublish,,10.1007/s10964-018-0869-7
,,,15641418,,2018,5,16,,,1660-4601,,,International journal of environmental research and public health,Int J Environ Res Public Health,b'The Mediating Effect of Regulatory Emotional Self-Efficacy on the Association between Self-Esteem and School Bullying in Middle School Students: A Cross-Sectional Study.',10.3390/ijerph15050991,,"b""School bullying is negatively associated with self-esteem, but psychological mediators of bullying have yet to be clarified. We examined regulatory emotional self-efficacy (RESE) as a possible mediator in the association between self-esteem and school bullying. A cross-sectional study of 995 adolescents was conducted in two middle schools of Xi'an. All of the participants completed the Chinese version of the School Bullying Experience Questionnaire (C-SBEQ), Self-Esteem Scale (SES), and Regulatory Emotional Self-Efficacy Scale (RESE). Descriptive statistics analysis, the bias corrected percentile Bootstrap CI method, and structural equation modelling were used to analyze the data. The results showed that 418 students (42.0%) reported that they were involved in school bullying in the past year. Self-esteem was negatively associated with school bullying (total effect:  = -0.275, 95% CI = -0.381-0.034), and RESE mediated the association between self-esteem and school bullying (indirect effect:  = -0.136, 95% CI = -0.245-0.037). Furthermore, self-esteem had an indirect effect through perceived self-efficacy in managing negative affect, while self-esteem had no indirect effect through self-efficacy in the expression of positive affect. The present study suggests that school authorities and the related education departments should not only focus on improving students' self-esteem, but should also pay more attention to students' RESE, in order to mitigate, and potentially reduce, the occurrence of bullying.""",,,Wang,Mingxu,M,,"Department of Public Health, Xi'an Jiaotong University Health Science Center, Xi'an 710061, China. wangmx601@mail.xjtu.edu.cn.",eng,,"Research Support, Non-U.S. Gov't",,,Switzerland,Int J Environ Res Public Health,101238455,1660-4601,,,,6,0,epublish,,PMC5982030
,,,29738638,,2018,5,9,,,1606-7916,,,Salud publica de Mexico,Salud Publica Mex,b'[Systematic validation of a questionnaire to identify school bullying].',10.21149/8213,,,,,Villalobos-Molina,Rafael,R,,"Facultad de Estudios Superiores Iztacala, Universidad Nacional Autónoma de México. Tlalnepantla, México.",spa,,Letter,,,Mexico,Salud Publica Mex,0404371,0036-3634,,,,6,0,ppublish,,10.21149/8213
