PubmedArticleSet,PubmedArticle,MedlineCitation,PMID,DateRevised,Year,Month,Day,Article,Journal,ISSN,JournalIssue,PubDate,Title,ISOAbbreviation,ArticleTitle,ELocationID,Abstract,AbstractText,AuthorList,Author,LastName,ForeName,Initials,AffiliationInfo,Affiliation,Language,PublicationTypeList,PublicationType,ArticleDate,MedlineJournalInfo,Country,MedlineTA,NlmUniqueID,ISSNLinking,PubmedData,History,PubMedPubDate,Hour,Minute,PublicationStatus,ArticleIdList,ArticleId
,,,25353703,,2014,12,20,,,1469-493X,,,The Cochrane database of systematic reviews,Cochrane Database Syst Rev,b'Interventions for primary prevention of suicide in university and other post-secondary educational settings.',10.1002/14651858.CD009439.pub2,,"b'We found insufficient evidence to support widespread implementation of any programs or policies for primary suicide prevention in post-secondary educational settings. As all evaluated interventions combined primary and secondary prevention components, we were unable to determine the independent effects of primary preventive interventions. Classroom instruction and gatekeeper training increased short-term suicide-related knowledge. We found no studies that tested the effects of classroom instruction on suicidal behavior or long-term outcomes. Limited evidence suggested minimal longer-term effects of gatekeeper training on suicide-related knowledge, while no evidence was found evaluating its effect on suicidal behavior. A policy-based suicide intervention reduced student suicide, but findings have not been replicated. Our findings are limited by the overall low quality of the evidence and the lack of studies from middle- and low-income countries. Rigorously designed studies should test the effects of preventive interventions on important health outcomes, including suicidal ideation and behavior, in varying post-secondary settings.'",,,DiGuiseppi,Carolyn,C,,"Department of Epidemiology, Colorado School of Public Health, University of Colorado Denver, 13001 E 17th Pl, Box B119, Aurora, CO, USA, 80045.",eng,,Review,,,England,Cochrane Database Syst Rev,100909747,1361-6137,,,,6,0,epublish,,10.1002/14651858.CD009439.pub2
,,,25010552,,2017,1,24,,,1940-3208,,,Journal of American college health : J of ACH,J Am Coll Health,b'Sociodemographic Correlates of Suicidal Thoughts and Behaviors Among College Student Service Members/Veterans.',10.1080/07448481.2014.939982,,"b'Observed rates of suicidal thoughts and behaviors among student service members/veterans are comparable to general college study rates, but Native American student service members/veterans demonstrate increased risk.'",,,Bryan,AnnaBelle O,AO,,,eng,,Journal Article,,,United States,J Am Coll Health,8214119,0744-8481,,,,6,0,ppublish,,10.1080/07448481.2014.939982
,,,23246072,,2014,2,1,,,1532-8384,,,Comprehensive psychiatry,Compr Psychiatry,b'Temperament and character profiles of Japanese university student suicide completers.',S0010-440X(12)00246-5,,b'These results suggest that higher HA scores may predict suicide completion.',,,Kusumi,Ichiro,I,,"Department of Psychiatry, Hokkaido University Graduate School of Medicine, Sapporo, Japan. nmitsui@med.hokudai.ac.jp",eng,,"Research Support, Non-U.S. Gov't",,,United States,Compr Psychiatry,0372612,0010-440X,,,,6,0,ppublish,,10.1016/j.comppsych.2012.11.002
,,,21535095,,2011,12,14,,,1943-278X,,,Suicide & life-threatening behavior,Suicide Life Threat Behav,"b'Rate, relative risk, and method of suicide by students at 4-year colleges and universities in the United States, 2004-2005 through 2008-2009.'",10.1111/j.1943-278X.2011.00034.x,,"b'A total of 622 suicides were reported among students attending 645 distinct campuses from 2004-2005 through 2008-2009. Adjusting for gender in the population at risk of 14.9 million student-years and for the source of these data, the student suicide rate of 7.0 was significantly and substantially lower than for a matched national sample. Suicide rates by firearm were significantly and substantially lower for both female and male students. Hanging was significantly and substantially lower for male students, less prominently so for female students. It is principally the ninefold decrease in the availability of firearms on campuses (vs. homes) and secondarily other features of the campus environment that are the bases for lower student suicide rates.'",,,Schwartz,Allan J,AJ,,"University Counseling Center, University of Rochester, NY 14627-0356, USA. allan.schwartz@rochester.edu",eng,,Journal Article,,,England,Suicide Life Threat Behav,7608054,0363-0234,,,,6,0,ppublish,,10.1111/j.1943-278X.2011.00034.x
,,,20873535,,2010,10,23,,,0030-2228,,,Omega,Omega (Westport),b'The role of perfectionism in student suicide: three case studies from the UK.',,,"b'A number of studies have investigated the relationship between suicide and perfectionism but none to our knowledge have been based on studies of completed suicides. This article aims to provide important insight into the potency that certain profiles of perfectionism can claim in the path to suicide by presenting three case studies from a U.K. study of student suicide. Collectively, these case studies provide theoretical support for existing frameworks and are consistent with other literature which emphasizes those forms of perfectionism that engender severe self-criticism and self-doubt and fear of failure as most destructive.'",,,Manthorpe,Jill,J,,"Department of Social Sciences, The University of Hull, United Kingdom. J.bell@hull.ac.uk",eng,,"Research Support, Non-U.S. Gov't",,,United States,Omega (Westport),1272106,0030-2228,,,,6,0,ppublish,,10.2190/OM.61.3.e
,,,20455153,,2010,9,2,,,1543-6136,,,Archives of suicide research : official journal of the International Academy for Suicide Research,Arch Suicide Res,b'Circle of strength: a case description of culturally integrated suicide prevention.',10.1080/13811111003704852,,"b'This article presents a case description of an American Indian female at high risk for suicide in effort to document the potential effectiveness of a college student suicide prevention program designed for Northern Plains American Indian students. The program is integrative and culturally grounded within the Medicine Wheel, stressing continuity of care through programming and ongoing communication across support systems. The composite case description presented illustrates the secondary prevention aspects of the model, and how utilizing the model within the framework of continuous care was helpful for a suicidal person and produced a successful outcome over the course of 6 months.'",,,Muehlenkamp,Jennifer J,JJ,,"Department of Rural Health, University of North Dakota, 501 N. Columbia Road, Grand Forks, ND 58202, USA. jgray@medicine.nodak",eng,,Journal Article,,,England,Arch Suicide Res,9504451,1381-1118,,,,6,0,ppublish,,10.1080/13811111003704852
,,,20305588,,2010,10,12,,,0353-5053,,,Psychiatria Danubina,Psychiatr Danub,"b'Self-poisoning suicide attempts among students in Tehran, Iran.'",,,"b'The emphasis in student suicide prevention programs must be on early identification of students at risk, and appropriate treatment of episodes of psychopathology.'",,,Seghatoleslam,Tahereh,T,,"Department of Medical Toxicology and Forensic Medicine, Ardabil University of Medical Sciences, Ardabil, Iran.",eng,,"Research Support, Non-U.S. Gov't",,,Croatia,Psychiatr Danub,9424753,0353-5053,,,,6,0,ppublish,,20305588
,,,18477519,,2008,5,15,,,0744-8481,,,Journal of American college health : J of ACH,J Am Coll Health,b'Comprehensive college student suicide assessment: application of the BASIC ID.',10.3200/JACH.56.6.643-650,,"b""Whether one knows someone who is thinking of suicide, has attempted suicide, or has completed suicide, nearly all individuals who encounter suicide are affected. The influence and residual affects of suicide are further amplified as the issue reaches across communities such as college or university campuses. College and university staff must improve their response to suicidal ideation with comprehensive assessment and intervention. The authors discuss risk factors and basic screening methods for suicide risk. They present Lazarus' BASIC ID tool (ie, Behavior, Affective Responses, Sensations, Images, Cognitions, Interpersonal Relationships, and Drugs or Biological Influences) as a method for conducting a comprehensive suicide assessment. The authors demonstrate assessment procedures through a case vignette.""",,,Minton,Casey A Barrio,CA,,"Department of Graduate Studies in Counseling, Rollins College, Winter Park, FL 32789-4499, USA. dpaladino@rollins.edu",eng,,Journal Article,,,United States,J Am Coll Health,8214119,0744-8481,,,,9,0,ppublish,,10.3200/JACH.56.6.643-650
,,,17258106,,2007,1,30,,,0883-9417,,,Archives of psychiatric nursing,Arch Psychiatr Nurs,b'Assisting nursing faculty through the crisis and resolution of student suicide.',,,"b'The statistics on suicide in the United States are noteworthy, with current estimates revealing that one suicide occurs every 17 minutes. Although minimally addressed in the nursing literature in the 1990s, nursing student suicide and its effects remain important topics to revisit. Nursing program administrators and faculty innately know how to assist surviving nursing students through a crisis such as this. However, the same attention and resolve do not appear to be focused on surviving nursing faculty and staff. This article profiles a crisis intervention approach that may be considered for implementation in nursing programs before a crisis (such as a nursing student suicide) occurs so that appropriate and systematic interventions are put into action for all who may be affected.'",,,Mintz-Binder,Ronda,R,,"Frances P. Bolton School of Nursing, Case Western Reserve University, Cleveland, OH, USA. mintzr@lacitycollege.edu",eng,,Journal Article,,,United States,Arch Psychiatr Nurs,8708534,0883-9417,,,,9,0,ppublish,,10.1016/j.apnu.2006.08.002
,,,17024786,,2006,10,10,,,0748-1187,,,Death studies,Death Stud,b'College student suicide: a call to action.',,,"b'This article examines current issues related to the topic of college student suicide and why it continues to be an issue of major concern. The nature/extent of the problem, risk and protective factors, responses to college student suicide, legal issues, and training issues are discussed. The importance of addressing the issue of college student suicide and its prevention on college campuses is emphasized as is the importance of protective factors. Although more is being done to address this issue than has been done in the past, it remains a major concern, and it is an issue that requires a strong national response.'",,,Tallman,Benjamin,B,,"University of Iowa, 356 Lindquist Center, Iowa City, IA 52242, USA. john_westefeld@uiowa.edu",eng,,Journal Article,,,United States,Death Stud,8506890,0748-1187,,,,9,0,ppublish,,10.1080/07481180600887130
,,,16789651,,2006,6,23,,,0744-8481,,,Journal of American college health : J of ACH,J Am Coll Health,b'Four eras of study of college student suicide in the United States: 1920-2004.',,,"b'Studies of college student suicide can be grouped into the following 4 eras: 1920-1960, 1960-1980, 1980-1990, and 1990-2004. The suicide rate for students has declined monotonically across these 4 eras, from 13.4 to 8.0 to 7.5 and, most recently, to 6.5. The decreasing proportion of men in the student populations studied largely accounts for this decline. Since 1960, the suicide rate for students has consistently been about half the rate of the general US population, matched for age and gender. This highly favorable relative suicide rate is the result of firearms having been effectively banned from campuses. Additional population-oriented approaches warrant implementation to further reduce student-suicide rates. Approaches focused on high-risk groups also hold promise. These findings are based upon and may be most valid for the 70% of all students who attend 4-year colleges and universities full time.'",,,Schwartz,Allan J,AJ,,"University of Counseling Center, University of Rochester, New York 14627-0356, USA. ajsz@mail.rochester.edu",eng,,Journal Article,,,United States,J Am Coll Health,8214119,0744-8481,,,,9,0,ppublish,,10.3200/JACH.54.6.353-366
,,,16789650,,2006,6,23,,,0744-8481,,,Journal of American college health : J of ACH,J Am Coll Health,b'College student suicide in the United States: 1990-1991 through 2003-2004.',,,"b'Suggestions that there is a growing epidemic of suicide among college students in the United States are false. The National Survey of Counseling Center Directors reports 1,404 student suicides over a 14-year period and an adjusted suicide rate of 6.5, half the rate of the general US population (12.6 for all races) during this period when matched for gender and age. Counseling centers appear effective in treating suicidal students, for although the suicide rate for students who were currently or previously clients at campus counseling centers is 3 times the rate of other students, student clients have 18 times the risk of suicide compared to students in general. Identifying and referring students at elevated risk for suicide could further reduce the crude and relative rate of student suicide. However, even programs that do this only moderately well may require substantial increases in counseling staffing.'",,,Schwartz,Allan J,AJ,,"University of Counseling Center, University of Rochester, New York 14627-0356, USA. ajsz@mail.rochester.edu",eng,,Journal Article,,,United States,J Am Coll Health,8214119,0744-8481,,,,9,0,ppublish,,10.3200/JACH.54.6.341-352
,,,16552979,,2006,3,24,,,0363-0234,,,Suicide & life-threatening behavior,Suicide Life Threat Behav,b'Perceptions concerning college student suicide: data from four universities.',,,"b'The issue of suicide, including prevention, intervention, and postvention, continues to be a problem on college campuses. For this study, data concerning a variety of issues related to college student suicide were collected from 1,865 students at four different universities. Incidence, risk factors, and potential solutions are described, as well as implications for mental health professionals in university settings.'",,,Werth,James L,JL,,"Counseling Psychology, College of Education, The University of Iowa, Iowa City, IA 52242-1529, USA. John_Westefeld@uiowa.edu",eng,,Journal Article,,,England,Suicide Life Threat Behav,7608054,0363-0234,,,,9,0,ppublish,,16552979
,,,10855511,,2000,6,16,,,0933-7954,,,Social psychiatry and psychiatric epidemiology,Soc Psychiatry Psychiatr Epidemiol,b'Suicide amongst Cambridge University students 1970-1996.',,,b'Suicide rates in University of Cambridge students do not appear to be unduly high.',,,Paykel,E S,ES,,"St Lawrences Hospital, Bodmin, Cornwall, UK.",eng,,"Research Support, Non-U.S. Gov't",,,Germany,Soc Psychiatry Psychiatr Epidemiol,8804358,0933-7954,,,,9,0,ppublish,,10855511
,,,9357084,,1997,11,14,,,0363-0234,,,Suicide & life-threatening behavior,Suicide Life Threat Behav,b'The Big Ten Student Suicide Study: a 10-year study of suicides on midwestern university campuses.',,,"b'The Big Ten Student Suicide Study was undertaken from 1980-1990 to determine the suicide rates on Big Ten University campuses. The study design attempted to address many of the statistical and epidemiological flaws identified in previous studies of campus student suicides. The 10-year study collected demographic and correlational data on 261 suicides of registered students at 12 midwestern campuses. The largest number of suicides for both males and females were in the 20-24-year-old age group (46%), and amongst graduate students (32%). The overall student suicide rate of 7.5/100,000 is one half of the computed national suicide rate (15.0/100,000) for a matched sample by age, gender, and race. Despite the overall lower suicide rate, the analyses revealed that students 25 and over have a significantly higher risk than younger students. Although women have rates roughly half those of men throughout their undergraduate years, graduate women have rates not significantly different from their male counterparts (graduate women 9.1/100,000 and graduate men 11.6/100,000).'",,,Pratt,D M,DM,,"Department of Psychiatry, University of Chicago, IL 60637-1507, USA.",eng,,"Research Support, Non-U.S. Gov't",,,England,Suicide Life Threat Behav,7608054,0363-0234,,,,0,0,ppublish,,9357084
,,,8599405,,1996,4,1,,,0002-953X,,,The American journal of psychiatry,Am J Psychiatry,"b'Medical student suicide, 1989-1994.'",,,b'The results demonstrate a lower suicide rate than that found in previous studies and emphasize the need for standardized reporting methods.',,,Patel,P,P,,"Department of Psychiatry, College of Medicine, University of Kentucky, Lexington, 40536, USA.",eng,,Journal Article,,,United States,Am J Psychiatry,0370512,0002-953X,,,,0,0,ppublish,,10.1176/ajp.153.4.553
,,,8376680,,1993,7,1,,,0744-8481,,,Journal of American college health : J of ACH,J Am Coll Health,b'Becoming a part of the community: implementing a public health vision in student health services.',,,"b""Principles from public health and community health nursing provide an approach to student health services that enhances interdisciplinary collaboration and advocacy for access to care. Staff participation in the campus community requires administrative support, both in philosophy and in making outreach activities accessible to staff. Student health services at University of Maine's Cutler Health Center in Orono is implementing outreach and community involvement as ongoing aspects of the college health nursing role. Increased collaboration, visibility of nurses on campus, and improved community assessment and intervention are among the outcomes observed during the past 2 years. This article describes the principles that guide this approach and shares some community involvement experiences, including the response to a student suicide attempt, social support for students after a residence hall fire, and case management/consultation services.""",,,Eastman,M A,MA,,"Student Health Services, Cutler Health Center, University of Maine, Orono.",eng,,Journal Article,,,United States,J Am Coll Health,8214119,0744-8481,,,,0,0,ppublish,,10.1080/07448481.1993.9940457
,,,8310467,,1993,1,1,,,0363-0234,,,Suicide & life-threatening behavior,Suicide Life Threat Behav,b'Campus student suicide rates: fact or artifact?',,,"b'A review of all English-language studies (14 foreign and 17 American) on campus student suicides was undertaken. Only studies reporting original data and containing sufficient demographic information to compute standard mortality rates (SMR) or crude suicide rates were analyzed and organized into single-site studies. Only 4 single-site studies had a higher suicide rate than the comparable populations. Multiple-site collaborative studies done in the United States since 1960 strongly suggest a campus student suicide rate significantly less than in the matched control population. However, deficiencies in case finding, case definition, sampling bias, and statistical techniques may place these conclusions in doubt. The author outlines research methods that might be applied to future multiple-site studies to resolve questions related to late adolescent and young adult suicidal behavior on campus and in other similar educational settings.'",,,Silverman,M M,MM,,"Department of Psychiatry, University of Chicago, IL 60637.",eng,,Review,,,England,Suicide Life Threat Behav,7608054,0363-0234,,,,0,0,ppublish,,8310467
,,,3071541,,1988,9,1,,,0744-8481,,,Journal of American college health : J of ACH,J Am Coll Health,b'College student suicide in the United States: incidence data and prospects for demonstrating the efficacy of preventative programs.',,,,,,Reifler,C B,CB,,,eng,,Review,,,United States,J Am Coll Health,8214119,0744-8481,,,,0,0,ppublish,,10.1080/07448481.1988.9939042
,,,3499368,,1987,9,1,,,0720-4299,,,Fortschritte der Neurologie-Psychiatrie,Fortschr Neurol Psychiatr,b'[The problem of student suicide].',,,"b'This study is a psychiatric survey of the student suicide at the Tokyo University. Counting the cases reported as such to the university administration, a total of 65 students committed suicide during the 20 years from 1962 till 1981. This amounts to a yearly average of 25.6 cases per 100,000 students. A comparison of this quota with that of several Japanese and foreign universities is made. In 1970, the year in which the students unrest at the Japanese universities reached its peak, the frequency of the suicide fell to its all time low. A possible explanation of this phenomenon is proposed. Out of the 65 students who committed suicide, 25 (38%) have at least once visited the psychiatric clinic of the Tokyo University. In view of the high percentage of the mentally disturbed students in the total number of suicides, the importance of measures taken of foster the mental health of the students is stressed for reasons of suicide prophylaxis. The issue in most of these cases was the conflict between the required scholastic accomplishments and the failure of achieving them. The resulting frustration becomes the immediate motive of the suicide. Therefore, a more intensive psychiatric care of such students is recommended especially during the examination season from January till May, when in Japan the students are exposed to the highest psychological stress. Out of 25 mentally disturbed students who ended by committing suicide, 18 revealed their desire to die in a more or less expressed way already during the time of their psychiatric treatment or consultation.(ABSTRACT TRUNCATED AT 250 WORDS)'",,,Ishikawa,K,K,,Psychiatric Research Institute of Tokyo.,ger,,Journal Article,,,Germany,Fortschr Neurol Psychiatr,8103137,0720-4299,,,,0,0,ppublish,,10.1055/s-2007-1001829
,,,6966641,,1980,2,1,,,0002-7944,,,Journal of the American College Health Association,J Am Coll Health Assoc,b'Inaccuracy and uncertainty in estimates of college student suicide rates.',,,,,,Schwartz,A J,AJ,,,eng,,Journal Article,,,United States,J Am Coll Health Assoc,7503059,,,,,0,0,ppublish,,6966641
,,,1163687,,1975,7,1,,,0002-9564,,,American journal of psychotherapy,Am J Psychother,b'Growing up dead: student suicide.',,,"b'This article discusses the psychodynamic significance of suicide in the young, the family constellations that produce such suicides, the psychosocial forces contributing to the dramatic rise in the suicide rate of young people, and the special problems in the treatment of the severely suicidal young person.'",,,Hendin,H,H,,,eng,,Journal Article,,,United States,Am J Psychother,0110672,0002-9564,,,,0,0,ppublish,,10.1176/appi.psychotherapy.1975.29.3.327
,,,1117292,,1975,3,1,,,0022-3018,,,The Journal of nervous and mental disease,J. Nerv. Ment. Dis.,b'Student suicide: death as a life style.',,,"b'This is a study of the psychology of college students who are seriously suicidal. Fifty college students who had made suicide attempts were studied in detail over a 5-year period. Short term therapy was administered in most cases and long term therapy in some. Psychological tests (Wechsler Adult Intelligence Scale, Rorschach, Thematic Apperception Test, Sentence Completion, Figure Drawing, and Word Association) were performed and used as an independent check on the data derived from the interviews. The study indicates the ways in which death has become a way of life for these students--an integral, ongoing part of their adaptation. It traces the origin of this adaptation in a family relationship that the students perceived as requiring their emotional extinction. These students are tied to their parents in a kind of death knot and have become overly suicidal when live--coming to college, graduating, becoming seriously involved with another person--threatens to unravel this knot.'",,,Hendin,H,H,,,eng,,"Research Support, U.S. Gov't, Non-P.H.S.",,,United States,J Nerv Ment Dis,0375402,0022-3018,,,,0,0,ppublish,,1117292
,,,5206287,,1970,9,1,,,0036-6579,,,School health review,Sch Health Rev,b'A plan for preventing student suicide.',,,,,,Berg,D E,DE,,,eng,,Journal Article,,,United States,Sch Health Rev,7514117,0036-6579,,,,0,0,ppublish,,5206287
,,,5978026,,1966,12,1,,,0021-843X,,,Journal of abnormal psychology,J Abnorm Psychol,b'Campus tragedy: a study of student suicide.',,,,,,Seiden,R H,RH,,,eng,,Journal Article,,,United States,J Abnorm Psychol,0034461,0021-843X,,,,0,0,ppublish,,5978026
,,,5841014,,1965,12,1,,,0002-7944,,,Journal of the American College Health Association,J Am Coll Health Assoc,b'Student suicide: fact or fancy?',,,,,,Seiden,R H,RH,,,eng,,Journal Article,,,United States,J Am Coll Health Assoc,7503059,,,,,0,0,ppublish,,5841014
,,,14467571,,1961,12,1,,,,,,Stud. med,Studenterraad Med,b'Student suicide at Oxford university. The relevance of a university health service to student mental health.',,,,,,LYMAN,J L,JL,,,eng,,Journal Article,,,Denmark,Studenterraad Med,21020120R,,,,,0,0,ppublish,,14467571
