PubmedArticleSet,PubmedArticle,MedlineCitation,PMID,DateRevised,Year,Month,Day,Article,Journal,ISSN,JournalIssue,PubDate,Title,ISOAbbreviation,ArticleTitle,ELocationID,Abstract,AbstractText,AuthorList,Author,LastName,ForeName,Initials,AffiliationInfo,Affiliation,Language,PublicationTypeList,PublicationType,ArticleDate,MedlineJournalInfo,Country,MedlineTA,NlmUniqueID,ISSNLinking,PubmedData,History,PubMedPubDate,Hour,Minute,PublicationStatus,ArticleIdList,ArticleId
,,,30457300,,2018,11,21,,,0097-6326,,,Federal register,Fed Regist,b'Religious Exemptions and Accommodations for Coverage of Certain Preventive Services Under the Affordable Care Act. Final rules.',,,"b'These rules finalize, with changes based on public comments, interim final rules concerning religious exemptions and accommodations \nregarding coverage of certain preventive services issued in the Federal Register on October 13, 2017. These rules expand exemptions to protect \nreligious beliefs for certain entities and individuals whose health plans are subject to a mandate of contraceptive coverage through guidance issued pursuant to the Patient Protection and Affordable Care Act. These rules do not alter the discretion of the Health Resources and Services Administration, a component of the U.S. Department of Health and Human Services, to maintain the guidelines requiring contraceptive coverage where no regulatorily recognized objection exists. These rules also leave in place an ""accommodation"" process as an optional process for certain exempt entities that wish to use it voluntarily. These rules do not alter multiple other federal programs that provide free or subsidized contraceptives for women at risk of unintended pregnancy.'",,,,,,,,eng,,Journal Article,,,United States,Fed Regist,7808722,0097-6326,,,,6,0,ppublish,,30457300
,,,30457200,,2018,11,21,,,1468-3148,,,Journal of applied research in intellectual disabilities : JARID,J Appl Res Intellect Disabil,b'An evaluation of mainstream type 2 diabetes educational programmes in relation to the needs of people with intellectual disabilities: A systematic review of the literature.',10.1111/jar.12544,,b'Support is provided for further trials of self-management and preventative adaptations under development. Impact may be enhanced through preventions aimed at younger groups in educational settings.',,,Truesdale,Maria,M,,"School of Health and Social Care, Edinburgh Napier University, Edinburgh, UK.",eng,,Review,,,England,J Appl Res Intellect Disabil,9613616,1360-2322,,,,6,0,aheadofprint,,10.1111/jar.12544
,,,30457040,,2018,11,21,,,1541-034X,,,Social work in health care,Soc Work Health Care,b'Social Worker Integrated Care Competencies Scale (SWICCS): Assessing social worker clinical competencies for health care settings.',10.1080/00981389.2018.1547346,,"b""Integrating physical and behavioral health services has the potential to reduce health disparities and service inequities among persons most at risk. However, clinical social workers in integrated health settings must possess relevant knowledge and skills to provide quality care to diverse populations. The Social Worker Integrated Care Competency Scale (SWICCS), developed to complement the Integrated and Culturally Relevant Care (ICRC) field education curriculum, measures students' self-perceptions of knowledge and skills associated with providing behavioral health care. Three student cohorts (n = 38) completed the SWICCS three times during an integrated care field practicum. Results indicated a statistically significant increase in student knowledge and skills at each time point, with a large effect size (r = -.87). The SWICCS demonstrated utility in measuring and tracking social work student acquisition of knowledge and skills required for practice in integrated care environments.""",,,Haas-Gehres,Lauren,L,,"c College of Social Work , The Ohio State University , Columbus , OH.",eng,,Journal Article,,,United States,Soc Work Health Care,7603729,0098-1389,,,,6,0,aheadofprint,,10.1080/00981389.2018.1547346
,,,30456725,,2018,11,21,,,1557-1920,,,Journal of immigrant and minority health,J Immigr Minor Health,b'Acculturation and Postpartum Depression Among Immigrant Women of Arabic Descent.',10.1007/s10903-018-0837-z,,"b'Acculturation has been related to risk of postpartum depression (PPD) among immigrant women globally. The purpose of this study was to examine the relationship between acculturation and PPD symptoms among U.S. immigrant women of Arabic descent. A cross-sectional study was conducted with 115 postpartum immigrant women of Arabic descent. Women completed questionnaires including measures of acculturation [attraction to Arabic culture (AArC), attraction to American culture (AAmC), marginalization] and PPD symptoms (Edinburgh Postnatal Depression Scale-EPDS) between 1 and 12 months postpartum. Twenty-five percent of women (n=29) had EPDS scores10 that represent PPD symptoms. Women with higher marginalization reported more PPD symptoms (r=.25, p=.008). None of the acculturation factors correlated with PPD symptoms after adjustment for maternal sociodemographic and health characteristics. Higher education (p=.001), lower gestational age at birth (p<.05), and antenatal anxiety (p<.05) were correlated with PPD symptoms in multivariate analyses. Health care providers should identify and assess immigrant women of Arabic descent for antenatal anxiety as this may identify women at risk for development of PPD symptoms. Future studies need to examine acculturation in relation to mental health among immigrant women of Arabic descent.'",,,Yarandi,Hossein,H,,"College of Nursing, Wayne State University, 5557 Cass Avenue, Detroit, MI, 48202, USA.",eng,,Journal Article,,,United States,J Immigr Minor Health,101256527,1557-1912,,,,6,0,aheadofprint,,10.1007/s10903-018-0837-z
,,,30456705,,2018,11,21,,,1539-0829,,,Current diabetes reports,Curr. Diab. Rep.,b'Genetics of Obesity in Diverse Populations.',10.1007/s11892-018-1107-0,,"b'GWAS of populations with the highest burden of obesity are essential to narrow candidate variants for functional follow-up, to identify additional ancestry-specific variants that contribute to individual genetic susceptibility, and to advance both public health and precision medicine approaches to obesity. Given the global public health burden posed by obesity and downstream chronic conditions which disproportionately affect non-European populations, GWAS of obesity-related traits in diverse populations is essential to (1) locate causal variants in GWAS-identified regions through fine mapping, (2) identify variants which influence obesity across ancestries through generalization, and (3) discover novel ancestry-specific variants which may be low frequency in European populations but common in other groups. Recent efforts to expand obesity genomic studies to understudied and underserved populations, including AAAGC, PAGE, and HISLA, are working to reduce obesity health disparities, improve public health, and bring the promise of precision medicine to all.'",,,North,Kari E,KE,,"Carolina Center for Genome Sciences, University of North Carolina at Chapel Hill, Chapel Hill, NC, USA.",eng,,Review,,,United States,Curr Diab Rep,101093791,1534-4827,,,,6,0,epublish,,10.1007/s11892-018-1107-0
,,,30456479,,2018,11,21,,,1539-0829,,,Current diabetes reports,Curr. Diab. Rep.,b'Advancing Health Policy and Program Research in Diabetes: Findings from the Natural Experiments for Translation in Diabetes (NEXT-D) Network.',10.1007/s11892-018-1112-3,,"b'Studies from the Natural EXperiments for Translation in Diabetes (NEXT-D) network used rigorous longitudinal quasi-experimental study designs (e.g., interrupted time series) and analytical methods (e.g., difference-in-differences) to augment causal inference. Investigators partnered with health system stakeholders to evaluate whether glucose testing rates changed from before-to-after clinic interventions (e.g., integrating electronic screening decision prompts in New York City) or employer programs (e.g., targeted messaging and waiving copayments for at-risk employees). Other studies examined participation and behavior change in low- (e.g., wellness coaching) or high-intensity lifestyle modification programs (e.g., diabetes prevention program-like interventions) offered by payers or employers. Lastly, studies assessed how employer health insurance benefits impacted healthcare utilization, adherence, and outcomes among people with diabetes. NEXT-D demonstrated that low-intensity interventions to facilitate glucose testing and enhance engagement in lifestyle modification were associated with small improvements in weight but large improvements in screening and testing when supported by electronic health record-based decision-support. Regarding high-intensity diabetes prevention program-like lifestyle programs offered by payers or employers, enrollment was modest and led to weight loss and marginally lower short-term health expenditures. Health plans that incentivize patient behaviors were associated with increases in medication adherence. Meanwhile, shifting patients to high-deductible health plans was associated with no change in medication use and preventive screenings, but patients with diabetes delayed accessing healthcare for acute complications (e.g., cellulitis). Findings were more pronounced among lower-income patients, who experienced increased rates and acuity of emergency department visits for diabetes complications and other high-severity conditions. Findings from NEXT-D studies provide informative data that can guide programs and policies to facilitate detection, prevention, and treatment of diabetes in practice.'",,,Gregg,Edward W,EW,,"Division of Diabetes Translation, National Center for Chronic Disease Prevention and Health Promotion, Centers for Disease Control and Prevention, Mailstop K10, 4770 Buford Highway, Atlanta, GA, 30341, USA.",eng,,Review,,,United States,Curr Diab Rep,101093791,1534-4827,,,,6,0,epublish,,10.1007/s11892-018-1112-3
,,,30456436,,2018,11,21,,,1435-4373,,,European journal of clinical microbiology & infectious diseases : official publication of the European Society of Clinical Microbiology,Eur. J. Clin. Microbiol. Infect. Dis.,"b'Non-Typhi, non-Paratyphi Salmonella-related hospitalisations in Spain: trends, clinical aspects, risk factors for worse prognosis and hospital costs.'",10.1007/s10096-018-3433-1,,"b'This study reviews non-typhoid Salmonella (NTS)-related hospitalisations at National level in Spain between 2010 and 2015. NTS hospitalisations were obtained from the National Registry of Hospitalisations. A descriptive analysis of the hospitalisations was performed, including hospitalisation rates (HR) and case-fatality rates (CFR%) calculation. For those with NTS as Main Diagnosis logistic regression were used to estimate the relationship between the different factors and death outcome. 21,660 registered NTS-related hospitalisations were described (88.8% with Salmonella coded as Main Diagnosis). Average HR'",,,García-Comas,L,L,,"Subdirectorate of Epidemiology, Health Department of the Community of Madrid, Madrid, Spain.",eng,,Journal Article,,,Germany,Eur J Clin Microbiol Infect Dis,8804297,0934-9723,,,,6,0,aheadofprint,,10.1007/s10096-018-3433-1
,,,30456234,,2018,11,21,,,2352-3409,,,Data in brief,Data Brief,"b'Road mortality locations of small and medium-sized mammals along a partly-fenced highway in Quebec, Canada, 2012-2015.'",10.1016/j.dib.2018.10.048,,"b'The data presented here consist of the locations of 839 roadkill points from four years (2012-2015) of roadkill surveys for small and medium-sized mammals (under 30kg) from a four-lane highway in Quebec (Highway 175) during the months of May to October. Seventeen species or species groups were identified, all local to the area, and none of which were identified as species at risk, threatened, or endangered. The GPS coordinates of each roadkill event are given, along with the date, time of day (morning or evening), location (northbound or southbound lanes) and species (where possible). Within the surveyed road, 18 wildlife passages with 100m fencing on each side of the passage entrances were built for small and medium-sized mammals. The GPS coordinates of the 18 passages and the end of each corresponding fence are also provided.'",,,Jaeger,Jochen A G,JAG,,"Loyola Sustainability Research Centre, Concordia University Montréal, 7141 Sherbrooke St. West, Montréal, Québec, Canada H4B 1R6.",eng,,Journal Article,,,Netherlands,Data Brief,101654995,2352-3409,,,,6,1,epublish,,PMC6231288
,,,30455982,,2018,11,21,,,2056-7944,,,NPJ genomic medicine,NPJ Genom Med,b'Clinical relevance of screening checklists for detecting cancer predisposition syndromes in Asian childhood tumours.',10.1038/s41525-018-0070-7,,"b'Assessment of cancer predisposition syndromes (CPS) in childhood tumours is challenging to paediatric oncologists due to inconsistent recognizable clinical phenotypes and family histories, especially in cohorts with unknown prevalence of germline mutations. Screening checklists were developed to facilitate CPS detection in paediatric patients; however, their clinical value have yet been validated. Our study aims to assess the utility of clinical screening checklists validated by genetic sequencing in an Asian cohort of childhood tumours. We evaluated 102 patients under age 18 years recruited over a period of 31 months. Patient records were reviewed against two published checklists and germline mutations in 100 cancer-associated genes were profiled through a combination of whole-exome sequencing and multiplex ligation-dependent probe amplification on blood-derived genomic DNA. Pathogenic germline mutations were identified in ten (10%) patients across six known cancer predisposition genes:'",,,Ngeow,Joanne,J,,"11Institute of Molecular and Cellular Biology, ASTAR, Singapore, 138673 Singapore.",eng,,Journal Article,,,England,NPJ Genom Med,101685193,2056-7944,,,,6,1,epublish,,PMC6237849
,,,30455978,,2018,11,21,,,2055-7426,,,Contraception and reproductive medicine,Contracept Reprod Med,b'Ongoing barriers to immediate postpartum long-acting reversible contraception: a physician survey.',10.1186/s40834-018-0078-5,,b'The majority of obstetricians surveyed do not offer immediate postpartum long-acting reversible contraception to patients in the United States. This is secondary to multiple obstacles faced by providers.',,,McGovern,Peter G,PG,,"2Reproductive Endocrinology and Infertility, University Reproductive Associates, 214 Terrace Avenue, Hasbrouck Heights, NJ 07604 USA.",eng,,Journal Article,,,England,Contracept Reprod Med,101703414,2055-7426,,,,6,1,epublish,,PMC6222995
,,,30455939,,2018,11,21,,,2050-0904,,,Clinical case reports,Clin Case Rep,b'Papillary atrophy of the tongue.',10.1002/ccr3.1808,,b'Do not forget to give cobalamin supplementation after gastrectomy. Patients at risk of vitamin B12 deficiency should have their vitamin B12 level monitored routinely.',,,Mori,Nobuaki,N,,Department of General Internal Medicine National Hospital Organization Tokyo Medical Center Tokyo Japan.,eng,,Journal Article,,,England,Clin Case Rep,101620385,2050-0904,,,,6,1,epublish,,PMC6230633
,,,30455773,,2018,11,21,,,1857-9655,,,Open access Macedonian journal of medical sciences,Open Access Maced J Med Sci,b'Do Personality Characteristics Constitute the Profile of Burnout-Prone Correctional Officers?',10.3889/oamjms.2018.328,,"b'This research helps to identify employees who are at risk for developing burnout as a result of their personalities. In Bulgaria, there is still no official information about studies in this area.'",,,Mateva,Nonka,N,,"Medical University of Plovdiv, Faculty of Public Health, Department of Medical Informatics, Biostatistics and E-learning, Plovdiv, Bulgaria.",eng,,Journal Article,,,Macedonia,Open Access Maced J Med Sci,101662294,1857-9655,,,,6,1,epublish,,PMC6236039
,,,30455601,,2018,11,21,,,1478-7547,,,Cost effectiveness and resource allocation : C/E,Cost Eff Resour Alloc,b'Priority setting for the introduction of rotavirus vaccine: what evidence was essential?',10.1186/s12962-018-0126-7,,"b""Rotavirus (RV) diarrhea is the most common cause of severe diarrhea in children worldwide and since 2006, vaccines have been available and recommended by WHO for use in all children. We developed protocols that countries could use to assess the burden of RV disease in their own countries and the cost-effectiveness of a program for vaccine introduction. A decade later and in the setting of extreme tiering of prices so that the poorest countries pay the least for the vaccine, more than 92countries have introduced this vaccine into their national programs and more than 90 have not. Those countries that introduced determined by protocol that the burden of RV disease was substantial and the cost of vaccine reasonable, especially in low income settings where GAVI subsidizes the vaccines' purchase. However, elsewhere, WHO'sglobal recommendation has not been enacted leaving a majority of the world's children still at risk of this severe and sometimesfatal disease. We remain with much to learn about how to encourage countries to make decisions that will improve the health of their own children.""",,,Glass,Roger I,RI,,"Fogarty International Center, National Institutes of Health, 31 Center Drive, MSC 2220, Bethesda, MD 20892 USA.",eng,,Journal Article,,,England,Cost Eff Resour Alloc,101170476,1478-7547,,,,6,1,epublish,,PMC6225549
,,,30455342,,2018,11,21,,,1098-4275,,,Pediatrics,Pediatrics,"b""Management of Neonates Born at 35 0/7 Weeks' Gestation With Suspected or Proven Early-Onset Bacterial Sepsis.""",10.1542/peds.2018-2894,,"b""The incidence of neonatal early-onset sepsis (EOS) has declined substantially over the last 2 decades, primarily because of the implementation of evidence-based intrapartum antimicrobial therapy. However, EOS remains a serious and potentially fatal illness. Laboratory tests alone are neither sensitive nor specific enough to guide EOS management decisions. Maternal and infant clinical characteristics can help identify newborn infants who are at risk and guide the administration of empirical antibiotic therapy. The incidence of EOS, the prevalence and implications of established risk factors, the predictive value of commonly used laboratory tests, and the uncertainties in the risk/benefit balance of antibiotic exposures all vary significantly with gestational age at birth. Our purpose in this clinical report is to provide a summary of the current epidemiology of neonatal sepsis among infants born at 35 0/7 weeks' gestation and a framework for the development of evidence-based approaches to sepsis risk assessment among these infants.""",,,Tan,Tina Q,TQ,,,eng,,Journal Article,,,United States,Pediatrics,0376422,0031-4005,,,,6,0,aheadofprint,,10.1542/peds.2018-2894
,,,30455135,,2018,11,21,,,1532-2653,,,Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia,J Clin Neurosci,b'Phenotype of carnitine palmitoyltransferase II (CPT II) deficiency: A questionnaire-based survey.',10.1016/j.jocn.2018.11.023,,"b'Wide spectrums of symptoms besides muscle weakness, different triggering factors and varied muscles involvement are associated with CPT II deficiency. However, systematic clinical characterization of CPT II deficiency is not known. A Questionnaire-based retrospective study on 13 biochemically and genetically confirmed CPT II deficient patients was performed to analyze these aspects. Attacks of myalgia (13/13 patients), weakness (13/13) and rhabdomyolysis (10/13 patients) were most frequently reported. The number of attacks ranged from 1 to 85/year. Common triggers were exercise (13/13), fasting (13/13), cold (12/13) and infections (12/13). Exercise lasting from 15 to 60min was sufficient for attacks in 9/13 patients, 1-4h in 3/13 patients and more than 4h in 1/13 patient. 2/13 patients required dialysis. Limb muscles were affected slightly more often than other muscles. Mean intensity of pain in visual analogue scale (VAS) during regular attack was 4.77 (1.36). Frequency and severity of attacks did not increase during the course of disease in 10/13 patients. 7/13 patients quit sports after the symptoms emerged. 3/13 patients changed their profession permanently. Increased number of attacks were positively correlated with higher BMI (P=0.05). Body rest, carbohydrate-rich nutrients and fluid-supplement mitigated the pain. After the first attack [Mean: 9.7 (4.46) years], diagnosis took an average of 26.7 ( 13.06) years. In myopathic CPT II deficiency, frequencies of attacks are highly variable. Generally, the myopathic form is a mild form. However, severe patients requiring dialysis due to kidney failure could be present. Individuals with higher BMI are at risk of developing more frequent attacks.'",,,Zierz,Stephan,S,,"Department of Neurology, Martin-Luther-University Halle-Wittenberg, Germany.",eng,,Journal Article,,,Scotland,J Clin Neurosci,9433352,0967-5868,,,,6,0,aheadofprint,,10.1016/j.jocn.2018.11.023
,,,30454986,,2018,11,21,,,1769-6917,,,Bulletin du cancer,Bull Cancer,b'[Clinical pharmacy in a bone marrow and cellular therapy transplantation ward-which methods to put in place: Guidelines from the francophone Society of bone marrow transplantation and cellular therapy (SFGM-TC)].',10.1016/j.bulcan.2018.07.020,,"b""Since, several years the integration of a clinical pharmacist in medical units led to improve the patients' care in France. In the frame of stem cell engraftment, patients belong to a particularly complex population, notably due to pediatric patients or because the age to engraft adult patients is higher. Moreover, because of many reasons, such as numerous medications intake or long-term immunosuppression, these patients are very fragile and at risk of complications. Since the 6th edition, the JACIE standard gives a definition of the role of clinical pharmacist with its competence area and its place in the medical ward. In the aim to standardize the procedures of stem cell transplantation, this 8th congress of the francophone Society of bone marrow transplantation and cellular therapy has proposed a collective proposition of the place and the missions of clinical pharmacists in the transplant units.""",,,Simon,Nicolas,N,,"Université Lille, EA 7365 - GRITA - Groupe de Recherche sur les formes injectables et les technologies associées, 59000 Lille, France; CHU Lille, Institut de Pharmacie, 59000 Lille, France. Electronic address: nicolas.simon@univ-lille.fr.",fre,,Journal Article,,,France,Bull Cancer,0072416,0007-4551,,,,6,0,aheadofprint,,10.1016/j.bulcan.2018.07.020
