PubmedArticleSet,PubmedArticle,MedlineCitation,PMID,DateRevised,Year,Month,Day,Article,Journal,ISSN,JournalIssue,PubDate,Title,ISOAbbreviation,ArticleTitle,ELocationID,Abstract,AbstractText,AuthorList,Author,LastName,ForeName,Initials,AffiliationInfo,Affiliation,Language,PublicationTypeList,PublicationType,ArticleDate,MedlineJournalInfo,Country,MedlineTA,NlmUniqueID,ISSNLinking,PubmedData,History,PubMedPubDate,Hour,Minute,PublicationStatus,ArticleIdList,ArticleId
,,,29927619,,2018,6,22,,,1538-957X,,,Traffic injury prevention,Traffic Inj Prev,b'School safe driving climate: Theoretical and practical considerations for promoting teen driver safety in school settings.',10.1080/15389588.2018.1476689,,"b'Safe driving climate may be an important, modifiable, and measurable aspect of school climate. Additional research is needed to refine the assessment tool and to use it in longitudinal and experimental studies.'",,,Higgins-D'Alessandro,Ann,A,,"b Department of Psychology , Fordham University , Bronx , New York.",eng,,Journal Article,,,England,Traffic Inj Prev,101144385,1538-9588,,,,6,0,ppublish,,10.1080/15389588.2018.1476689
,,,29847288,,2018,5,31,,,1547-0679,,,Journal of child sexual abuse,J Child Sex Abus,b'Preventing School Employee Sexual Misconduct: An Outcome Survey Analysis of Making Right Choices.',10.1080/10538712.2018.1477002,,"b'This treatment-only study examines the impact of Making Right Choices, an online course prevention program designed to promote the knowledge, awareness, and prevention of school employee sexual misconduct. The sample included 13,007 school employee participants who took the Making Right Choices course between May 6, 2011, and March 12, 2017, in California and New York. The 20-item measure, Preventing Misconduct Assessment, was administered to participants at the end of the online course; completion of the measure was voluntary. Descriptive statistics revealed that a large majority of participants reported increasing their knowledge and awareness of school employee sexual misconduct because of their participation in the Making Right Choices online course. This study yields important findings regarding the impact of a sexual misconduct prevention program and, specifically, the difference it may make for non-licensed school employees. These findings indicate that school employees are accepting of sexual misconduct training programs and rate them as having value.'",,,Sonnich,Steve,S,,"a Private Practice , San Diego , USA.",eng,,Journal Article,,,United States,J Child Sex Abus,9301157,1053-8712,,,,6,0,aheadofprint,,10.1080/10538712.2018.1477002
,,,29784550,,2018,5,23,,,1618-131X,,,International journal of hygiene and environmental health,Int J Hyg Environ Health,"b'School environmental conditions and links to academic performance and absenteeism in urban, mid-Atlantic public schools.'",10.1016/j.ijheh.2018.04.015,,"b""School facility conditions, environment, and perceptions of safety and learning have been investigated for their impact on child development. However, it is important to consider how the environment separately influences academic performance and attendance after controlling for school and community factors. Using results from the Maryland School Assessment, we considered outcomes of school-level proficiency in reading and math plus attendance and chronic absences, defined as missing 20 or more days, for grades 3-5 and 6-8 at 158 urban schools. Characteristics of the environment included school facility conditions, density of nearby roads, and an index industrial air pollution. Perceptions of school safety, learning, and institutional environment were acquired from a School Climate Survey. Also considered were neighborhood factors at the community statistical area, including demographics, crime, and poverty based on school location. Poisson regression adjusted for over-dispersion was used to model academic achievement and multiple linear models were used for attendance. Each 10-unit change in facility condition index, denoting worse quality buildings, was associated with a decrease in reading (1.0% (95% CI: 0.1-1.9%) and math scores (0.21% (95% CI: 0.20-0.40), while chronic absences increased by 0.75% (95% CI: 0.30-1.39). Each log increase the EPA's Risk Screening Environmental Indicator (RSEI) value for industrial hazards, resulted in a marginally significant trend of increasing absenteeism (p<0.06), but no association was observed with academic achievement. All results were robust to school-level measures of racial composition, free and reduced meals eligibility, and community poverty and crime. These findings provide empirical evidence for the importance of the community and school environment, including building conditions and neighborhood toxic substance risk, on academic achievement and attendance.""",,,Curriero,F C,FC,,"Department of Epidemiology, Johns Hopkins Bloomberg School of Public Health, Baltimore, MD, United States. Electronic address: fcurriero@jhu.edu.",eng,,Journal Article,,,Germany,Int J Hyg Environ Health,100898843,1438-4639,,,,6,0,ppublish,,10.1016/j.ijheh.2018.04.015
,,,21381837,,2018,5,2,,,1573-6709,,,The Psychiatric quarterly,Psychiatr Q,b'Automated Risk Assessment for School Violence: a Pilot Study.',10.1007/s11126-018-9581-8,,"b""School violence has increased over the past ten years. This study evaluated students using a more standard and sensitive method to help identify students who are at high risk for school violence. 103 participants were recruited through Cincinnati Children's Hospital Medical Center (CCHMC) from psychiatry outpatient clinics, the inpatient units, and the emergency department. Participants (ages 12-18) were active students in 74 traditional schools (i.e. non-online education). Collateral information was gathered from guardians before participants were evaluated. School risk evaluations were performed with each participant, and audio recordings from the evaluations were later transcribed and manually annotated. The BRACHA (School Version) and the School Safety Scale (SSS), both 14-item scales, were used. A template of open-ended questions was also used. This analysis included 103 participants who were recruited from 74 different schools. Of the 103 students evaluated, 55 were found to be moderate to high risk and 48 were found to be low risk based on the paper risk assessments including the BRACHA and SSS. Both the BRACHA and the SSS were highly correlated with risk of violence to others (Pearson correlations>0.82). There were significant differences in BRACHA and SSS total scores between low risk and high risk to others groups (p-values <0.001 under unpaired t-test). In particular, there were significant differences in individual SSS items between the two groups (p-value <0.001). Of these items, Previous Violent Behavior (Pearson Correlation=0.80), Impulsivity (0.69), School Problems (0.64), and Negative Attitudes (0.61) were positively correlated with risk to others. The novel machine learning algorithm achieved an AUC of 91.02% when using the interview content to predict risk of school violence, and the AUC increased to 91.45% when demographic and socioeconomic data were added. Our study indicates that the BRACHA and SSS are clinically useful for assessing risk for school violence. The machine learning algorithm was highly accurate in assessing school violence risk.""",,,DelBello,Melissa,M,,"University of Cincinnati, Cincinnati, USA.",eng,,Journal Article,,,United States,Psychiatr Q,0376465,0033-2720,,,,6,0,ppublish,,10.1007/s11126-018-9581-8
,,,29621930,,2018,4,7,,,1546-8364,,,The Journal of school nursing : the official publication of the National Association of School Nurses,J Sch Nurs,"b'Violence in Rural, Suburban, and Urban Schools in Pennsylvania.'",10.1177/1059840518765086,,"b'School violence is a public health issue with direct and collateral consequences that has academic and social impacts for youth. School violence is often considered a uniquely urban problem, yet more research is needed to understand how violence in rural and suburban schools may be similar or different from urban counterparts. Using school violence data from a state with urban, suburban, and rural counties, we explored the landscape of school violence in Pennsylvania (PA) through mapping, descriptive statistics, and factor analysis. Results show school violence is not solely an urban problem. Schools in all county types and across grade levels deal with violence to varying degrees, and the majority of schools across county types experience low levels of violence. Types of violence experienced by PA schools loaded onto three factors, suggesting that targeted interventions may be better suited to addressing school violence.'",,,Wiebe,Douglas J,DJ,,"3 Department of Biostatistics and Epidemiology, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA.",eng,,Journal Article,,,United States,J Sch Nurs,9206498,1059-8405,,,,6,0,ppublish,,10.1177/1059840518765086
,,,21433031,,2018,3,20,,,1573-6601,,,Journal of youth and adolescence,J Youth Adolesc,"b""School Security Measures and Longitudinal Trends in Adolescents' Experiences of Victimization.""",10.1007/s10964-018-0818-5,,"b""Although school security measures have become a common fixture in public schools across the United States, research on the relationship between security and adolescent victimization is mixed, with very few studies examining trends in adolescent victimization across time. Using two waves of data from the Educational Longitudinal Study 2002 (N=7659; 50.6% female; 56.7% White, 13.3% Black, 13.5% Hispanic, 11.3% Asian American, 5.4% other race), results from a series of multi-level models demonstrate that adolescents in schools with more security measures report higher odds of being threatened with harm, and no difference in odds of being in a physical altercation or having something stolen over time. Although prior research has established racial disparities in using school security measures, results demonstrate inconsistent patterns in the extent to which adolescents' race conditions the relationship between security and victimization. The findings are discussed in light of existing theoretical and empirical work, and implications for both research and practice are offered.""",,,Boman,John H,JH,,"Department of Sociology, Bowling Green State University, Bowling Green, OH, 43403, USA. jboman@bgsu.edu.",eng,,Journal Article,,,United States,J Youth Adolesc,0333507,0047-2891,,,,6,0,ppublish,,10.1007/s10964-018-0818-5
,,,29540111,,2018,3,16,,,1546-8364,,,The Journal of school nursing : the official publication of the National Association of School Nurses,J Sch Nurs,b'Sex Differences in School Safety and Bullying Experiences Among Sexual Minority Youth.',10.1177/1059840518762536,,"b'Schools play an integral role in creating safe, supportive environments for students, especially for sexual minority youth (SMY). Using 2016 questionnaire data from seven high schools in a Florida school district, we obtained a sample of 1,364 SMY. Logistic regressions controlling for sex (as applicable), age, grade, race/ethnicity, and school explored differences between SMY and nonsexual minority youth (non-SMY). Sex differences related to school environment perceptions and experiences related to safety, bullying, and hearing homophobic remarks were also explored. SMY were more likely than non-SMY to report several negative school environment perceptions and experiences. Where differences existed within SMY, male SMY were more likely than female SMY to have missed school in the past 30 days (odds ratio [ OR] = 1.66, p = .03), report avoiding spaces at school due to safety concerns ( OR = 1.38, p = .02), and report hearing homophobic remarks from teachers ( OR = 2.00, p = .01). Implications for school nursing are discussed.'",,,Adkins,Susan N Hocevar,SNH,,"2 Centers for Disease Control and Prevention, Division of Adolescent and School Health, Atlanta, GA, USA.",eng,,Journal Article,,,United States,J Sch Nurs,9206498,1059-8405,,,,6,0,ppublish,,10.1177/1059840518762536
,,,29540110,,2018,3,16,,,1546-8364,,,The Journal of school nursing : the official publication of the National Association of School Nurses,J Sch Nurs,"b""Student's Perceptions of School Safety: It Is Not Just About Being Bullied.""",10.1177/1059840518761792,,"b""This study examined the relationship of students' perceptions of school safety and school avoidance related to feeling unsafe with predictor variables: bullying victimization, student/teacher/parent/administration relations, rule clarity and consistency, school physical environment (negative and positive), and student's belongingness. In a public high school sample ( n = 585), 24.7% of students felt unsafe and 14.4% avoided school due to feeling unsafe during the past month. Being female and experiencing bullying was associated with feeling unsafe. However, after accounting for demographics and bullying victimization, perceptions of safety increased when students reported positive student and teacher relations, consistent rules, a clean school that is also crowded/noisy, and a sense of school belonging. Avoiding school because of safety concerns was related to decreased school belonging and teacher/student relationships, but not bullying. Focusing on enhancing the school climate/environment, facilitating student belongingness, and reducing bullying are ways school nurses can help promote safer schools.""",,,Langhinrichsen-Rohling,Jennifer,J,,"1 University of South Alabama, Fairhope, AL, USA.",eng,,Journal Article,,,United States,J Sch Nurs,9206498,1059-8405,,,,6,0,ppublish,,10.1177/1059840518761792
,,,29521665,,2018,3,10,,,1536-7312,,,Journal of developmental and behavioral pediatrics : JDBP,J Dev Behav Pediatr,"b""Parental Perception of Flourishing in School-Aged Children: 2011-2012 National Survey of Children's Health.""",10.1097/DBP.0000000000000559,,"b'Addressing factors associated with parent-perceived flourishing including child, family, school and neighborhood factors such as physical activity, adequate sleep, and school/neighborhood safety may promote flourishing and reduce disparities.'",,,Kogan,Michael D,MD,,"US Department of Health and Human Services, Health Resources and Services Administration, Maternal and Child Health Bureau, Office of Epidemiology and Research, Rockville, MD.",eng,,Journal Article,,,United States,J Dev Behav Pediatr,8006933,0196-206X,,,,6,0,ppublish,,10.1097/DBP.0000000000000559
,,,19751307,,2018,3,3,,,1746-1561,,,The Journal of school health,J Sch Health,b'Crime Prevention Through Environmental Design (CPTED) Characteristics Associated With Violence and Safety in Middle Schools.',10.1111/josh.12609,,b'The CSA is useful for assessing school environments that are associated with violence-related behaviors and perceptions. The CSA might help guide school environmental modifications to reduce violence.',,,Carter,Stanley L,SL,,"Carter and Carter Associates, 37 Grouse Hollow, Murphy, NC 28906.",eng,,Journal Article,,,United States,J Sch Health,0376370,0022-4391,,,,6,0,ppublish,,NIHMS947685
,,,29482426,,2018,2,28,,,1546-8364,,,The Journal of school nursing : the official publication of the National Association of School Nurses,J Sch Nurs,b'Bullying Victimization Type and Feeling Unsafe in Middle School.',10.1177/1059840518760983,,"b'Given their significance to school violence, this study quantifies the association between bullying victimization and perceptions of safety separately for victimization where the type is not specified versus victimization that is physical in nature. Generalized liner mixed modeling was employed with 5,138 sixth- to eighth-grade students in 24 schools who self-reported on their bullying victimization and perceptions of school safety on an anonymous survey in fall 2015. Results indicate a multiplicative interaction exists with regard to the odds of feeling unsafe at school among those who were bullied at all (odds ratio [ OR] = 3.1) compared to those who were bullied physically ( OR = 9.12). For school nurses who work with students with a variety of concerns and health issues, this research indicates that the use of bullying victimization as an outcome, proxy and/or predictor, requires inquiry into the type of bullying experienced to aid in the care and support received.'",,,Resnik,Felice,F,,"3 University of Wisconsin-Madison, Madison, WI, USA.",eng,,Journal Article,,,United States,J Sch Nurs,9206498,1059-8405,,,,6,0,ppublish,,10.1177/1059840518760983
,,,23054258,,2018,2,21,,,1543-6136,,,Archives of suicide research : official journal of the International Academy for Suicide Research,Arch Suicide Res,b'Risk and Protective Factors for Self-Harm in a Population-Based Sample of Transgender Youth.',10.1080/13811118.2018.1430639,,"b'This study sought to identify factors distinguishing transgender/gender non-conforming (GNC) adolescents across three groups: no self-harm, non-suicidal self-injury (NSSI) only, and NSSI and suicide attempt (NSSI+SA). Data were from the 2016 Minnesota Student Survey. The final analytic sample included 1,635 transgender/GNC students in grades 9 and 11. Logistic regression analyses determined factors that best distinguished transgender/GNC students who reported self-harm (NSSI only or NSSI+SA) from those who reported no self-harm, and transgender/GNC adolescents who reported NSSI+SA from those who reported NSSI only. Final models were developed over 3 stages of analysis that tested associations of variables within risk factor, protective factor, and health-risk behavior domains to self-harm. Over half (51.6%) of transgender/GNC adolescents reported past-year self-harm behavior. Factors that consistently distinguished transgender/GNC youth who reported self-harm from those who reported no self-harm included reports of a mental health problem, depression, running away from home, and substance use (alcohol or marijuana use). Factors that distinguished the NSSI+SA group from the NSSI only group were reports of a mental health problem, physical or sexual abuse, relationship violence, bullying victimization, less parent connectedness, lower grades, lower levels of perceived school safety, and running away from home. Clinicians and school personnel need to be prepared to address risk factors and enhance protective factors that may reduce the likelihood this population of vulnerable youth will engage in NSSI and/or attempt suicide.'",,,Eisenberg,Marla E,ME,,,eng,,Journal Article,,,England,Arch Suicide Res,9504451,1381-1118,,,,6,0,aheadofprint,,NIHMS981960
,,,19636740,,2018,1,13,,,2329-0382,,,Psychology of sexual orientation and gender diversity,Psychol Sex Orientat Gend Divers,"b'Sexual Orientation Trends and Disparities in School Bullying and Violence-Related Experiences, 1999-2013.'",10.1037/sgd0000188,,"b'Numerous recent studies have demonstrated that schools are often unsafe for lesbian, gay, and bisexual (LGB) adolescents, who are more likely than heterosexual peers to be bullied, harassed, or victimized in school contexts. Virtually all of these studies call for change, yet none investigate whether or not it has occurred. Using repeated waves of a population-based high school survey, we examine (1) the extent to which sexual orientation differences in school bullying and violence-related experiences are reported by lesbian/gay, bisexual, and heterosexual male and female adolescents; (2) trends in school bullying and violence-related experiences for each gender/orientation group, and (3) whether disparities have changed over time. Data were drawn from eight Massachusetts biennial Youth Risk Behavior Surveys from 1999 to 2013, grouped into 4 waves totaling 24,845 self-identified heterosexual, 270 lesbian/gay, and 857 bisexual youth. Disparities between LGB and heterosexual peers were found in all indicators. Heterosexual youth and gay males saw significant reductions in every outcome between the first and last waves. Among bisexual males, skipping school due to feeling unsafe, carrying weapons in school, and being bullied all decreased, but among lesbians and bisexual females only fighting in school declined significantly. Improvement trends in school safety were more consistent for heterosexual youth and gay males than for bisexual or lesbian females. Notably, despite these improvements, almost no reduction was seen in sexual orientation disparities. Future research should identify influences leading to reduced school victimization, especially focusing on ways of eliminating persistent sexual orientation disparities. Future research should identify influences leading to reduced school victimization, especially focusing on ways of eliminating persistent sexual orientation disparities.'",,,Saewyc,Elizabeth,E,,University of British Columbia.,eng,,Journal Article,,,United States,Psychol Sex Orientat Gend Divers,101634947,2329-0382,,,,6,1,ppublish,,CAMS6912
,,,29303473,,2018,1,6,,,2376-9130,,,International journal of occupational safety and ergonomics : JOSE,Int J Occup Saf Ergon,b'Work-related injuries of educational support staff in schools.',10.1080/10803548.2018.1424299,,"b'This study aims to describe the characteristics of occupational injuries to educational support staff (service worker) in schools. In this research, 803 injured workers registered in 2015 were analyzed in terms of their gender, age, work experience, school type, work type, accident type, agency of accident, nature of injury and injured part of the body for each occupation. The workers were classified into after-school instructor, custodian and cooking staff. Accidents occurred mainly due to slips (35.6%) on floor/stair or contact with high temperature (18.1%). Also, the workers mostly fractured (41.2%) or had burns (19.3%) on their leg/foot (37.1%) or arm/hand/finger (29.8%). The results showed the difference in characteristics and injury pattern of injured persons for each occupation type, addressing the need for customized preventative measures for each situation. The results of this study can be a baseline in devising policies and guidelines for preventing accidents of service workers in schools.'",,,Jeong,Byung Yong,BY,,"a Department of Industrial and Management Engineering , Hansung University , Republic of Korea.",eng,,Journal Article,,,England,Int J Occup Saf Ergon,9507598,1080-3548,,,,6,0,aheadofprint,,10.1080/10803548.2018.1424299
